Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,studyPeriod,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,someUncertaintyAboutFemaleVisitation
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 1 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P1_11.19.21-11.21.21_YYR-1-female-visitation.MP4,,YYR,Y,Y,11,,,2,,1,1,,,,30,9 snaps heard off camera,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 1 (YYR),11.24.21-11.30.21,11.24.21-11.30.21,LM.P1_11.24.21-11.30.21_0002.MP4,,YYR,Y,Y,3,1,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0001.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0002.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0003.MP4,,YYR,Y,Y,5,2,1,,,,,,,2,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0004.MP4,,,N,N,,,,,,,,,,,30,all sound is off-screen,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0005.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0006.MP4,,YYR,Y,Y,6,,1,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0007.MP4,,YYR,Y,Y,4,1,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0008.MP4,,YYR,Y,Y,10,1,2,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0009.MP4,,YYR,Y,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0010.MP4,,YYR,Y,Y,5,1,1,,,,,,,2,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0011.MP4,,YYR,Y,Y,12,,3,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0012.MP4,,YYR,Y,Y,4,1,,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0013.MP4,,YYR,Y,Y,2,3,,,1,1,1,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0014.MP4,,YYR,Y,Y,8,1,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0015.MP4,,YYR,Y,Y,1,,,,,1,1,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0016.MP4,,YYR,Y,Y,2,,1,,,1,1,,,,30,almost certainly same visitation as last video (continuation),STK,Y
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0017.MP4,,YYR,Y,Y,1,1,1,,,1,1,,,,30,"technically she landed on a different sapling than the male was on, but I think this was due to the orientation of the saplings on the court (in previous video, another female had issues landing on the intended sapling)… counting",STK,Y
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0018.MP4,,YYR,Y,Y,1,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0019.MP4,,YYR,Y,Y,2,2,,1,1,,,,,,30,both roll and call are off camera,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0020.MP4,,YYR,Y,Y,12,,2,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0021.MP4,,YYR,Y,Y,9,,2,,2,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0022.MP4,,YYR,Y,Y,3,4,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0023.MP4,,YYR,Y,Y,,4,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0024.MP4,,YYR,Y,Y,,3,,2,,1,0,,,,30,female did not join dance,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0025.MP4,,YYR,Y,Y,,2,,1,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0026.MP4,,YYR,Y,Y,9,,2,1,2,,,,,,30,went off camera for roll and calls,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0027.MP4,,YYR,Y,Y,4,2,,1,,,,,,,30,went off camera for roll,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0028.MP4,,UNK,Y,Y,,1,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0029.MP4,,YYR,Y,Y,2,1,1,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0030.MP4,,YYR,Y,Y,1,1,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0031.MP4,,YYR,Y,Y,11,1,1,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0032.MP4,,YYR,Y,Y,7,2,1,1,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0033.MP4,,YYR,Y,Y,9,2,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0034.MP4,,YYR,Y,Y,3,,1,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0035.MP4,,YYR,Y,Y,14,,2,,,,,,,2,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0036.MP4,,YYR,Y,Y,4,1,1,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0037.MP4,,YYR,Y,Y,6,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0038.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0039.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0040.MP4,,YYR,Y,Y,2,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0041.MP4,,YYR,Y,Y,19,,3,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0042.MP4,,YYR,Y,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0043.MP4,,YYR,Y,Y,2,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0044.MP4,,YYR,Y,Y,6,,1,2,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0045.MP4,,YYR,Y,Y,15,1,1,,,1,1,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0046.MP4,,YYR,Y,Y,2,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0047.MP4,,YYR,Y,Y,19,,2,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0048.MP4,,YYR,Y,Y,2,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0049.MP4,,YYR,Y,Y,1,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0050.MP4,,YYR,Y,Y,2,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0051.MP4,,YYR,Y,Y,3,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0052.MP4,,YYR,Y,Y,5,1,,,,1,1,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0053.MP4,,YYR,Y,Y,3,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0054.MP4,,YYR,Y,Y,2,2,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0055.MP4,,YYR,Y,Y,4,1,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0056.MP4,,YYR,Y,Y,8,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0057.MP4,,YYR,Y,Y,,,,1,,,,,,,30,roll is half off-camera,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0058.MP4,,YYR,Y,Y,5,,1,,,1,1,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0059.MP4,,YYR,Y,Y,6,,1,,,,,,,2,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0060.MP4,,YYR,Y,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0061.MP4,,YYR,Y,Y,12,,3,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0062.MP4,,YYR,Y,Y,2,,,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0063.MP4,,YYR,Y,Y,7,1,1,,,,,,,3,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0064.MP4,,YYR,Y,Y,2,,,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0065.MP4,,YYR,Y,Y,7,1,,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0066.MP4,,YYR,Y,Y,4,1,,,,,,,,4,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0067.MP4,,YYR,Y,Y,4,1,1,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0068.MP4,,YYR,Y,Y,4,,1,,,,,,,4,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0069.MP4,,YYR,Y,Y,4,,,,,,,,,,30,completely stops all display after hearing construction equipment,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0070.MP4,,YYR,Y,Y,19,,3,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0071.MP4,,YYR,Y,Y,4,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0072.MP4,,YYR,Y,Y,9,,1,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0073.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0074.MP4,,YYR,Y,Y,3,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0075.MP4,,YYR,Y,Y,15,,2,,1,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0076.MP4,,YYR,Y,Y,2,,,,,,,,,5,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0077.MP4,,YYR,Y,Y,3,,1,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0078.MP4,,YYR,Y,Y,1,,,,2,,,,,2,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0079.MP4,,YYR,Y,Y,5,,1,,1,,,,,1,30,stops again when construction noises begin,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0080.MP4,,YYR,Y,Y,2,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0081.MP4,,YYR,Y,Y,16,1,3,,,,,,,,30,construction pause,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0082.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0083.MP4,,YYR,Y,Y,10,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0084.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0085.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0006.MP4,,,N,,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0007.MP4,,UNK,Y,Y,2,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0008.MP4,,YYR,Y,Y,12,,2,,1,,,,,1,60,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0009.MP4,,YYR,Y,N,,,,,1,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0010.MP4,,YYR,Y,N,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0011.MP4,,YYR,Y,Y,12,,1,1,1,1,1,,,,60,female WUU; there is something visibly good about this male's dance… dude has style.. more curvature in the jump snap? - HLA,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0012.MP4,,YYR,Y,Y,6,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0014.MP4,,YYR,Y,Y,,1,,1,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0015.MP4,,YYR,Y,Y,7,5,,1,,1,1,,,,60,female unbanded,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0016.MP4,,YYR,Y,N,,,,,,1,0,,,,60,"female unbanded; did not join male in dance, did not count as courtshipSuccess",NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0017.MP4,,,N,,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0018.MP4,,YYR,Y,Y,2,,,3,,,0,,1,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0019.MP4,,YYR,Y,Y,22,1,3,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0020.MP4,,,N,,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0021.MP4,,YYR,Y,Y,5,,,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0024.MP4,,YYR,Y,Y,,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_YYR-13-WUU-juv?.MP4,,YYR,Y,Y,7,,1,,,1,1,,,,60,female WUU; beard up,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_YYR-2.MP4,,YYR,Y,N,,,,,1,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_YYR-22-gardening.MP4,,YYR,Y,Y,12,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_YYR-23-gardening.MP4,,YYR,Y,Y,4,,,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_YYR-3-female-visitation.MP4,,YYR,Y,Y,2,,,,,1,1,,,,60,female unbanded ,NSA,
