Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,studyPeriod,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,someUncertaintyAboutFemaleVisitation
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0001.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0002.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0003.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0004.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0005.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0006.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0007.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0008.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0009.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0010.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0011.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0012.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0013.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0014.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0015.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0016.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0017.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0018.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0019.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0020.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0021.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0022.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0023.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0024.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0025.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0026.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0027.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0028.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0029.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0030.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0031.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0032.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0033.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0034.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0035.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0036.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.5.21-12.18.21,12.5.21-12.18.21,LM.P4_12.5.21-12.18.21_0037.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0006.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0007.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0008.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0009.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0010.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0011.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0012.MP4,,,Y,Y,5,,1,,,1,1,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0013.MP4,,,Y,Y,5,,1,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0014.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0015.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0016.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0017.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0018.MP4,,,Y,Y,5,,,,,1,1,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0019.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0020.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0021.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0022.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0023.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0024.MP4,,,Y,Y,5,,,,,1,0,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0025.MP4,,,Y,N,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0026.MP4,,,Y,Y,2,,,,1,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0027.MP4,,,Y,Y,2,,,1,,,,,,,30,not in frame for the video but could still hear the snaps and rolls,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0028.MP4,,,Y,Y,1,,,,2,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0029.MP4,,,Y,Y,1,,,,,1,1,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0030.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0031.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0032.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0033.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0034.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0035.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0001.MP4,,,Y,Y,12,,2,1,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0002.MP4,,,Y,Y,10,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0003.MP4,,,Y,Y,12,,1,,,,,,,1,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0004.MP4,,,Y,Y,1,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0005.MP4,,,Y,Y,21,,2,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0006.MP4,,YYR,Y,Y,3,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0007.MP4,,,Y,Y,2,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0008.MP4,,YYR,Y,Y,6,,1,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0009.MP4,,YYR,Y,Y,12,,2,,,,,,,1,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0010.MP4,,,Y,Y,7,,2,,,,,,,2,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0011.MP4,,,Y,Y,4,1,1,,,,,,,2,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0012.MP4,,YYR,Y,Y,5,,,,1,,,,,,30,"out of frame at the end, couldn't really tell if that was the same bird snapping and calling",ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0013.MP4,,,Y,Y,5,,,2,,1,1,,,,30,female unbanded,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0014.MP4,,,Y,N,,,,,,,,,,,30,only in frame for a few seconds,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0015.MP4,,,Y,Y,14,,3,1,,,,,,1,30,"out of frame, not sure if the roll was another bird or not",ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0016.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0017.MP4,,,Y,Y,6,,1,,,,,,,1,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0018.MP4,,,Y,Y,4,,1,1,2,,,,,,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0019.MP4,,YYR,Y,Y,6,,1,,,,,,,1,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0020.MP4,,,Y,Y,1,,,,,,,,,1,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0021.MP4,,,N,,,,,,,,,,,,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0022.MP4,,YYR,Y,Y,2,1,,,,,,,,1,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0023.MP4,,,Y,Y,9,,1,,,,,,,1,30,,ALE,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0024.MP4,,YYR,Y,Y,13,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0025.MP4,,YYR,Y,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0026.MP4,,YYR,Y,Y,7,,1,,,,,,,2,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0027.MP4,,YYR,Y,Y,1,,,,,,,,,2,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0028.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0029.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0030.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0031.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0032.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0033.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0034.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0035.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0036.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0037.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0038.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0039.MP4,N,,N,N,,,,,,,,,,,30,,,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0040.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0041.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0042.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0043.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0044.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0045.MP4,N,YYR,Y,Y,12,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0046.MP4,N,YYR,Y,Y,8,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0047.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0048.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0049.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0050.MP4,N,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0051.MP4,N,,N,N,,,,,,,,,,,30,other bird flying through camera set off motin ,ILW,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 2,1.20.22-1.24.22,1.20.22-2.15.22,IMG_0052.MP4,N,YYR,Y,Y,6,,,,,,,,,1,30,,ILW,
