Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,studyPeriod,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,uncertaintyAboutFemVisitation
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.18.21-12.28.21,12.18.21-12.28.21,L14.P2_12.18.21-12.28.21_0024.MP4,,YYB,Y,N,,,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.18.21-12.28.21,12.18.21-12.28.21,L14.P2_12.18.21-12.28.21_0025.MP4,,YYB,Y,Y,1,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.18.21-12.28.21,12.18.21-12.28.21,L14.P2_12.18.21-12.28.21_0026.MP4,,YYB,Y,Y,6,,,,1,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.18.21-12.28.21,12.18.21-12.28.21,L14.P2_12.18.21-12.28.21_0028.MP4,,BRU,Y,Y,1,,,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.18.21-12.28.21,12.18.21-12.28.21,L14.P2_12.18.21-12.28.21_0029-unknown-banded.MP4,,YYB,Y,Y,4,,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.18.21-12.28.21,12.18.21-12.28.21,L14.P2_12.18.21-12.28.21_0034.MP4,,YYB,Y,Y,7,,1,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.18.21-12.28.21,12.18.21-12.28.21,L14.P2_12.18.21-12.28.21_0035.MP4,,YYB,Y,Y,3,,,,,,,,,3,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.18.21-12.28.21,12.18.21-12.28.21,L14.P2_12.18.21-12.28.21_0036.MP4,,YYB,Y,Y,20,,3,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0001.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0002.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0003.MP4,,YYB,Y,Y,8,,1,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0004.MP4,,YYB,Y,Y,19,,3,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0005.MP4,,YYB,Y,Y,1,,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0006.MP4,,YYB,Y,Y,4,,,,1,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0007.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0008.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0009.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0010.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0011.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0012.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0013.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0014.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0015.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0016.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0017.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0018.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0019.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0020.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0021.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0022.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0023.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0024.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0025.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0026.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0027.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0028.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0029.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0030.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0031.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0032.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0033.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0034.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0035.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0036.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0037.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0038.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0039.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0040.MP4,,UNK,Y,N,,,,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0041.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0042.MP4,,BRU,Y,Y,6,,1,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0043.MP4,,BRU,Y,Y,,2,,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),"12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)","12.28.21-1.18.22 (camara murio 1.18, cambie pilas 1.19)",L14.P2_12.28.21-1.18.22_0044.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0001.AVI,,UNK,Y,N,,,,,,,,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0003.AVI,,BRU,Y,Y,1,,,,,,,,,1,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0004.AVI,,UNK,Y,Y,5,,1,,,,,,,1,10,GWU?,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0007.AVI,,UNK,Y,Y,4,,,,,,,,,1,10,YYB? GWU?,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0008.AVI,,UNK,Y,Y,7,,1,,,,,,,1,10,YYB? GWU?,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0009.AVI,,UNK,Y,Y,2,,1,,,,,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0010.AVI,,UNK,Y,Y,5,,1,,,,,,,,10,YYB? GWU?,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0023.AVI,,UNK,Y,Y,5,,,,,,,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0024.AVI,,UNK,Y,N,,,,,,,,,,1,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0026.AVI,,YYB,Y,Y,4,,,,,,,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0030.AVI,,JUV,Y,Y,3,,,,,1,1,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0031.AVI,,JUV,Y,N,,,,,,,,,1,,10,"not sure if juv male or female; bird is on court alone, but can hear male flying, and there are fem visitations on either side of this video",NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0037-visitation-WUU?.AVI,,YYB,Y,Y,9,,1,,,1,1,,,,10,female tagged WUU,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0038.AVI,,YYB,Y,Y,1,,,,,1,1,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0041.AVI,,UNK,Y,Y,3,,1,,,,,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0042.AVI,,YYB,Y,N,,,,,,,,,,1,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0043.AVI,,UNK,Y,N,,,,,,,,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0045.AVI,,UNK,Y,N,,,,,,,,,,1,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0046.AVI,,UNK,Y,Y,3,,,,,,,,,2,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0047.AVI,,YYB,Y,Y,1,,,,,,,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0049.AVI,,YYB,Y,N,,,,,,,,,,1,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0050.AVI,,YYB,Y,Y,,,,1,,,,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0051.AVI,,YYB,Y,Y,1,,,,,,,,,2,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0052.AVI,,YYB,Y,Y,4,,,,,,,,,2,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0053.AVI,,YYB,Y,Y,1,,,,1,,,,,1,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0055.AVI,,,N,,,,,,,,,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0058.AVI,,UNK,Y,N,,,,,,,,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0060.AVI,,UNK,Y,Y,2,,,,,,,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0061.AVI,,YYB,Y,Y,6,,1,,,,,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 2 (YYB),12.5.21-12.12.21,12.5.21-12.12.21,L14.P2_12.5.21-12.12.21_X0064-YYB.AVI,,UNK,Y,Y,9,,2,,,,,,,,10,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0001.MP4,,,N,,,,,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0002.MP4,,,N,,,,,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0003.MP4,,RUB,Y,N,,,,,,,,,,2,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0004.MP4,,RUB,Y,Y,2,,,,,,,,,6,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0005.MP4,,RUB,Y,Y,15,,2,,4,,,,,,30,unable to determine source of calls,SJR,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0006.MP4,,BRU ,Y,Y,6,,2,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0007.MP4,,,N,N,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0008.MP4,,BRU,Y,Y,15,,2,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0009.MP4,,BRU,Y,Y,0,0,0,1,0,0,,0,0,1,30,,KM,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0010.MP4,,RUB,Y,Y,5,0,3,0,0,0,,0,0,0,30,,KM,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0011.MP4,,,N,N,0,0,0,0,0,0,,0,0,0,30,set off by another type of bird,KM,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0012.MP4,,RUB,Y,Y,0,1,0,0,0,0,,0,0,1,30,,KM,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0013.MP4,,RUB,Y,Y,1,0,0,0,0,0,,0,0,0,30,off camera for most of clip,KM,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0014.MP4,,RUB,Y,Y,3,0,1,0,0,0,,0,0,0,30,,KM,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0015.MP4,,RUB,Y,Y,3,0,1,0,0,0,,0,0,0,30,,KM,
