Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,studyPeriod,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,uncertaintyAboutFemVisitation
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0027.MP4,,UNK,Y,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0028.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0029.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0030.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0031.MP4,,UNK,Y,Y,8,,2,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0032.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0033.MP4,,RUB,Y,Y,2,2,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0034.MP4,,JUV,Y,Y,5,,2,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0035.MP4,,RUB,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0036.MP4,,RUB,Y,Y,12,,3,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0037.MP4,,RUB,Y,Y,20,1,2,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0038.MP4,,BWY?,Y,Y,1,,1,,,,,,,4,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0039.MP4,,BWY? ,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0040.MP4,,RUB,Y,Y,4,1,1,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0041.MP4,,BW?,Y,Y,1,1,,,,,,,,1,30,stick stuck to tail?,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0042.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0043.MP4,,UNK,Y,Y,,3,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0044.MP4,,UNK,Y,Y,,2,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0045.MP4,,UNK,Y,Y,,1,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0046.MP4,,UNK,Y,Y,1,3,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0047.MP4,,UNK,Y,Y,,3,,,,,,,,1,30,stick stuck to tail,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0048.MP4,,UNK,Y,Y,2,,,,,,,,,1,30,stick stuck to tail,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0049.MP4,,RUB,Y,Y,9,,1,,,,,,,3,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0050.MP4,,RUB,Y,Y,6,,1,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0051.MP4,,RUB,Y,Y,4,,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0052.MP4,,RUB,Y,Y,12,1,1,1,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0053.MP4,,RUB,Y,Y,9,,,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0054.MP4,,RUB,Y,Y,2,,,,,,,,,1,30,rubbing neck on copulation stick ,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0055.MP4,,RUB,Y,Y,5,2,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0056.MP4,,RUB,Y,Y,5,4,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0057.MP4,,RUB,Y,Y,2,4,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0058.MP4,,RUB,Y,Y,8,4,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0059.MP4,,RUB,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0060.MP4,,RUB,Y,Y,5,,1,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0061.MP4,,RUB,Y,Y,,1,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0062.MP4,,RUB,Y,Y,3,,,,,,,,,3,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0063.MP4,,RUB,Y,Y,20,,5,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0064.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0065.MP4,,JUV,Y,Y,5,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0066.MP4,,JUV,Y,Y,11,,3,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0067.MP4,,JUV,Y,Y,5,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0068.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0069.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0070.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0071.MP4,,JUV,Y,Y,2,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0072.MP4,,UNK,Y,Y,1,,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0073.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0074.MP4,,UNK,Y,Y,4,3,1,1,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0075.MP4,,UNK,Y,Y,5,3,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0076.MP4,,JUV,Y,Y,2,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0077.MP4,,UNK,Y,Y,,1,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0078.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0079.MP4,,RUB,Y,Y,2,,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0080.MP4,,RUB,Y,Y,1,,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0081.MP4,,RUB,Y,Y,7,,2,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0082.MP4,,RUB,Y,Y,10,1,1,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0083.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0084.MP4,,RUB,Y,Y,2,,,,,,,,,3,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0085.MP4,,RUB,Y,Y,5,,,,,,,,,3,38,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0086.MP4,,RUB,Y,Y,1,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0087.MP4,,RUB,Y,Y,4,,1,,,,,,,3,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0088.MP4,,RUB,Y,Y,3,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0089.MP4,,RUB,Y,Y,2,1,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0090.MP4,,RUB,Y,Y,3,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0091.MP4,,RUB,Y,Y,3,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0092.MP4,,RUB,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0093.MP4,,RUB,Y,Y,4,1,,1,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0094.MP4,,RUB,Y,Y,4,2,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0095.MP4,,RUB,Y,Y,13,,2,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0096.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0097.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0098.MP4,,RUB,Y,Y,4,2,,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0099.MP4,,RUB,Y,Y,5,3,,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0100.MP4,,RUB,Y,Y,3,3,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0101.MP4,,RUB,Y,Y,7,3,2,1,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0102.MP4,,RUB,Y,Y,2,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0103.MP4,,RUB,Y,Y,3,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0104.MP4,,JUV,Y,Y,4,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0105.MP4,,RUB,Y,Y,5,,2,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0106.MP4,,RUB,Y,Y,7,,,1,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0107.MP4,,JUV,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0108.MP4,,JUV,Y,Y,3,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0109.MP4,,JUV,Y,Y,5,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0110.MP4,,JUV,Y,Y,6,,2,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0111.MP4,,JUV,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0112.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0113.MP4,,UNK,Y,Y,,1,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0114.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0115.MP4,camera messed up,RUB,Y,Y,15,1,5,,,,,,,,47,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0116.MP4,camera messed up,RUB,Y,N,,,,,,,,,,,30,,NSA,
