Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,studyPeriod,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0099.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0100.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0101.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0102.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0103.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0104.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0105.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0106.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0107.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0108.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0109.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0110.MP4,,,N,N,,,,,,,,,,,30,small frog set off motion ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0111.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0112.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0113.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0114.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0115.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0116.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0117.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0118.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0119.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0120.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0121.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0122.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0123.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0124.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0125.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0126.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0127.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0128.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0129.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0130.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0131.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0132.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0133.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0134.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0135.MP4,,ROO,Y,Y,2,,1,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0136.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0137.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0138.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0139.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0140.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0141.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0142.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0143.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0144.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0145.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0146.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0147.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0148.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0149.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0150.MP4,,ROO,Y,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0151.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0152.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0153.MP4,,ROO,Y,Y,18,,4,,,1,1,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0154.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0155.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0156.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0157.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0158.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0159.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0160.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0161.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0162.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0163.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0164.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0165.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0166.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0167.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 8,Pista 1 (ROO),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),12.28.21-1.8.22 (camera dates got reset on 12.30 and now are 2 days ahead; eg jan 10 is actually jan 8),L8.P1_12.28.21-1.8.22_0168.MP4,,,N,N,,,,,,,,,,,30,,ILW,
