Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,studyPeriod,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,Additional_Notes
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0034.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0035.MP4,,LYW,Y,Y,2,4,,,,,,,,,30,sounds off screen,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0036.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0037.MP4,,LYW,Y,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0038.MP4,,LYW,Y,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0039.MP4,,LYW,Y,Y,2,3,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0040.MP4,,LYW,Y,Y,8,,1,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0041.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0042.MP4,,LYW,Y,Y,7,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0043.MP4,,LYW,Y,Y,,1,,1,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0044.MP4,,LYW,Y,Y,1,,1,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0045.MP4,,LYW,Y,Y,2,3,1,1,,,,,,,30,unsure where noises are coming from ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0046.MP4,,LYW,Y,Y,5,1,1,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0047.MP4,,UNK,N,N,,,,,,,,,,,30,sounds heard in background ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0048.MP4,,UNK,Y,Y,2,1,,,,,,,,,30,other sounds heard in background ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0049.MP4,,UNK,Y,N,,,,,,,,,,,30,sounds in background ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0050.MP4,,,N,N,,,,,,,,,,,30,other bird ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0051.MP4,,LYW,Y,Y,10,,2,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0052.MP4,,LYW,Y,Y,7,,1,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0053.MP4,,LYW,Y,Y,11,,3,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0054.MP4,,UNK,N,Y,,,,,,,,,,,30,cannot tell where sounds come from ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0055.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0056.MP4,,LYW,Y,Y,1,,1,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0057.MP4,,LYW,Y,Y,1,1,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0058.MP4,,LYW,Y,Y,6,,3,,,,,,,1,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0059.MP4,,LYW,Y,Y,10,1,3,,,,,,,,30,likely all from this bird ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0060.MP4,,UNK,N,Y,5,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0061.MP4,,LYW,Y,Y,8,5,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0062.MP4,,,N,N,,,,,,,,,,,30,OTHER BIRD ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0063.MP4,,,N,N,,,,,,,,,,,30,OTHER BIRD ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0064.MP4,,,N,N,,,,,,,,,,,30,OTHER BIRD ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0065.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0066.MP4,,,N,N,,,,,,,,,,,30,OTHER BIRD ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0067.MP4,,,N,N,,,,,,,,,,,30,OTHER ANIMAL ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0068.MP4,,,N,N,,,,,,,,,,,30,OTHER ANIMAL ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0069.MP4,,,N,N,,,,,,,,,,,30,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0070.MP4,,,N,N,,,,,,,,,,,30,OTHER ANIMAL ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0071.MP4,,,N,N,,,,,,,,,,,30,OTHER BIRD ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0072.MP4,,,N,N,,,,,,,,,,,30,OTHER ANIMAL ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),12.5.21-12.18.21,12.5.21-12.18.21,LC.P3_12.5.21-12.18.21_0073.MP4,,,N,N,,,,,,,,,,,30,OTHER BIRD ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),1.13.22-1.19.22,1.13.22-1.19.22,LC.P4_1.13.22-1.19.22_0001.MP4,,Unbanded,Y,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),1.13.22-1.19.22,1.13.22-1.19.22,LC.P4_1.13.22-1.19.22_0002.MP4,,JUV,Y,Y,1,,,,,,,,1,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),1.13.22-1.19.22,1.13.22-1.19.22,LC.P4_1.13.22-1.19.22_0003.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),1.13.22-1.19.22,1.13.22-1.19.22,LC.P4_1.13.22-1.19.22_0004.MP4,,Unbanded,Y,Y,5,1,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),1.13.22-1.19.22,1.13.22-1.19.22,LC.P4_1.13.22-1.19.22_0005.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),1.13.22-1.19.22,1.13.22-1.19.22,LC.P4_1.13.22-1.19.22_0006.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),1.13.22-1.19.22,1.13.22-1.19.22,LC.P4_1.13.22-1.19.22_0007.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),1.13.22-1.19.22,1.13.22-1.19.22,LC.P4_1.13.22-1.19.22_0008.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),1.13.22-1.19.22,1.13.22-1.19.22,LC.P4_1.13.22-1.19.22_0009.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),1.13.22-1.19.22,1.13.22-1.19.22,LC.P4_1.13.22-1.19.22_0010.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),1.13.22-1.19.22,1.13.22-1.19.22,LC.P4_1.13.22-1.19.22_0011.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),1.13.22-1.19.22,1.13.22-1.19.22,LC.P4_1.13.22-1.19.22_0012.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0002.AVI,,Unbanded,Y,N,,,,,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0003.AVI,,Unbanded,Y,N,,,,,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0005.AVI,,Unbanded,Y,Y,4,,,,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0006.AVI,,Unbanded,Y,Y,1,,,,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0007.AVI,,Unbanded,Y,Y,1,,,,,,,,,1,5,Cannot determine whether the stick off-camera was knocked over intentionally or not,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0008_Unbanded-11.26.21-6_female-visitation.AVI,,Unbanded,Y,Y,1,,,,,1,1,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0009.AVI,,Unbanded,Y,N,,,,,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0011.AVI,,Unbanded,Y,N,,,,,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0012.AVI,,Unbanded,Y,Y,,,,1,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0013.AVI,,Unbanded,Y,N,,,,,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0014.AVI,,Unbanded,Y,N,,,,,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0015.AVI,,Unbanded,Y,N,,,,,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0016.AVI,,Unbanded,Y,N,,,,,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0017.AVI,,Unbanded,Y,N,,,,,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0026.AVI,,Unbanded,Y,Y,,,,,1,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0027.AVI,,UNK,Y,Y,,,,2,,,,,,,5,Off-Camera,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0028.AVI,,Unbanded,Y,N,,,,,,,0,,1,,5,Not sure if female or juvenile; another bird present off-camera,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0029.AVI,,Unbanded,Y,N,,,,,,,0,,1,,5,Not sure if female or juvenile,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0030.AVI,,Unbanded,Y,N,,,,,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0031.AVI,,Unbanded,Y,Y,2,,,,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0032.AVI,,Unbanded,Y,Y,3,,,,,,,,,,5,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0001.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0002.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0003.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0004.MP4,,Unbanded,Y,Y,9,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0005.MP4,,Unbanded,Y,Y,8,,2,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0006.MP4,,Unbanded,Y,N,2,4,,,1,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0007.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0008.MP4,,Unbanded,Y,Y,,1,,,2,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0009.MP4,,Unbanded,Y,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0010.MP4,,UNK,Y,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0011.MP4,,Unbanded,Y,Y,5,5,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0012.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0013.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0014.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.14.21-12.18.21,12.14.21-12.18.21,LC.P4_12.14.21-12.18.21_0015.MP4,,,N,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0008.MP4,,Unbanded,Y,Y,,3,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0009.MP4,,Unbanded,Y,Y,4,,2,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0010.MP4,,Unbanded,Y,Y,7,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0011.MP4,,JUV,Y,Y,3,,,,,,,,1,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0014.MP4,,Unbanded,Y,Y,14,,4,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0015.MP4,,Unbanded,Y,Y,,1,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0016.MP4,,Unbanded,Y,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0017.MP4,,Unbanded,Y,Y,9,4,2,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0018.MP4,,Unbanded,Y,N,,,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0020.MP4,,Unbanded,Y,Y,3,2,,1,,1,0,,,,30,Not sure if female or juvenile,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0022.MP4,,Unbanded,Y,Y,,2,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0024.MP4,,JUV,Y,Y,2,,,,,,,,1,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0027.MP4,,Unbanded,Y,Y,2,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0028.MP4,,Unbanded,Y,Y,2,1,,,,,,,,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0029.MP4,,Unbanded,Y,Y,5,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0030.MP4,,Unbanded,Y,Y,3,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0032.MP4,,Unbanded,Y,Y,,2,,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0033.MP4,,Unbanded,Y,Y,2,,1,,,,,,,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0034.MP4,,JUV,Y,Y,4,,,,,,,,1,,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0035.MP4,,JUV,Y,Y,4,,1,,,,,,1,1,30,,STK,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.28.21-1.13.22,12.28.21-1.13.22,LC.P4_12.28.21-1.13.22_0001.MP4,,,N,N,,,,,,,,,,,30,,STK,
