Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,studyPeriod,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,Additional_Notes
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0001.MP4,,,N,,,,,,,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0002.MP4,,Unbanded,Y,N,,,,,,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0003.MP4,,Unbanded,Y,N,,,,,2,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0004.MP4,,,N,,,,,,,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0005.MP4,,Unbanded,Y,N,,,,,,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0006.MP4,,Unbanded,Y,Y,9,2,,,1,1,1,,,,30,Female banded; can't tell ID,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0007.MP4,,Unbanded,Y,N,,,,,,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0008.MP4,,Unbanded,Y,N,,,,,,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0009.MP4,,Unbanded,Y,N,,,,,14,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0010.MP4,,,N,,,,,,,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0011.MP4,,Unbanded,Y,Y,,,,1,,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0012.MP4,,Unbanded,Y,Y,,,,1,,1,0,,,,30,Green bird briefly present; unsure if female or juv,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0013.MP4,,,,,,,,,,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.20.21-11.22.21 (NA),11.20.21-11.22.21 (NA),NA,,,N,,,,,,,,,,,,3,Added this to denote that the pista was monitored but there were no manakin videos during this time,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.22.21-11.25.21,11.22.21-11.25.21,LC.P2_11.22.21-11.25.21_X0003.AVI,,Unbanded,Y,N,,,,,,,,,,,3,Pallid dove also present,DVD,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.22.21-11.25.21,11.22.21-11.25.21,LC.P2_11.22.21-11.25.21_X0004.AVI,,Unbanded,Y,N,,,,,,,,,,,3,Pallid dove also present,DVD,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.22.21-11.25.21,11.22.21-11.25.21,LC.P2_11.22.21-11.25.21_X0006.AVI,,Unbanded,Y,Y,,,,,2,,,,,,3,Male yelling at pallid dove!?,DVD,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.22.21-11.25.21,11.22.21-11.25.21,LC.P2_11.22.21-11.25.21_X0019.AVI,,Unbanded,Y,Y,1,,,,1,,,,,,3,,DVD,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.22.21-11.25.21,11.22.21-11.25.21,LC.P2_11.22.21-11.25.21_X0022.AVI,,Unbanded,Y,Y,,1,,1,,,,,,,3,,DVD,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.22.21-11.25.21,11.22.21-11.25.21,LC.P2_11.22.21-11.25.21_X0023.AVI,,Unbanded,Y,N,,,,,,,,,,,3,,DVD,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.22.21-11.25.21,11.22.21-11.25.21,LC.P2_11.22.21-11.25.21_X0024.AVI,,Unbanded,Y,Y,1,1,,,,,,,,,3,,DVD,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.25.21-11.29.21,11.25.21-11.29.21,LC.P2_11.25.21-11.29.21_0024.MP4,,,N,,,,,,,,,,,,60,,DVD,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.25.21-11.29.21,11.25.21-11.29.21,LC.P2_11.25.21-11.29.21_0025.MP4,,Unbanded,Y,Y,16,5,2,,,,,,,1,60,Gardening questionable,DVD,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.25.21-11.29.21,11.25.21-11.29.21,LC.P2_11.25.21-11.29.21_0026.MP4,,Unbanded,Y,Y,6,2,1,,,,,,,,60,,DVD,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.25.21-11.29.21,11.25.21-11.29.21,LC.P2_11.25.21-11.29.21_0027_Mm-11.26.21-1-female-visitation.MP4,,Unbanded,Y,Y,7,4,2,2,,1,1,,,,60,female unbanded,DVD,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.25.21-11.29.21,11.25.21-11.29.21,LC.P2_11.25.21-11.29.21_0027.MP4,,Unbanded,Y,Y,11,3,2,,,,,,,,60,"Other bird species (black-crowned antshrike) present for first part, male didn't display until it left",DVD,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0002.MP4,,Unbanded,Y,Y,4,,,,,,,,,2,60,,DVD,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0008.MP4,,Unbanded,Y,Y,4,,,,,,,,,,60,video malfunction halfway through ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0009.MP4,,Unbanded,Y,Y,15,,2,,,,,,,,60,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0010.MP4,,Unbanded,Y,Y,1,,,,1,,,,,3,60,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0011.MP4,,Unbanded,Y,Y,10,,1,1,,1,1,,,,60,another unidentifiable call in background,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0012.MP4,,Unbanded,Y,Y,9,,,,,,,,,4,60,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0013.MP4,,Unbanded,Y,Y,2,,,,,,,,,1,60,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0014.MP4,,Unbanded,N,N,,,,,,,,,,,60,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0015.MP4,,UNK,Y,Y,,,,1,,,,,,,60,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0016.MP4,,Unbanded,Y,Y,10,,1,,,,,,,,60,unidentifiable call heard in background,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0017.MP4,,Unbanded,Y,Y,8,15,1,,,,,,,,60,"two ""females"" in video, one may be a juvinile; very hard to differentiate display sounds",ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0021.MP4,,Unbanded,Y,Y,10,,1,,,,,,,1,60,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0022.MP4,,Unbanded,Y,Y,6,,,,,,,,,,60,,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0024.MP4,,Unbanded,Y,N,,,,,,,,,,,60,only saw half of legs in the frame; no activity ,ILW,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0001.MP4,,UNK,Y,Y,5,,,1,3,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0002.MP4,,UNK,Y,Y,7,2,,1,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0003.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0004.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0005.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0006.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0007.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0008.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0009.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0010.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0011.MP4,,UNK,Y,Y,2,,,,1,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0012.MP4,,UNK,Y,N,,,,,3,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0013.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0014.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0015.MP4,,UNK,Y,Y,2,1,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0016.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0017.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0018.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0019.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0020.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0021.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0022.MP4,,UNK,Y,Y,14,,2,1,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0023.MP4,,UNK,Y,Y,5,,1,,,2,1,,,,30,"female unbanded; two green birds present, only one joins in the dance",NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0024.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0025.MP4,,UNK,Y,N,,,,,1,,,,,,30,ruffling feathers under wings,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0026.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0027.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0028.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0029.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0030.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0031.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0032.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0033.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0034.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0035.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0036.MP4,,UNK,Y,Y,11,,1,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0037.MP4,,UNK,Y,Y,7,,1,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0038.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0039.MP4,,UNK,Y,Y,2,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0040.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0041.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0042.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0043.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0044.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0045.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0046.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0047.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0048.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0049.MP4,,UNK,Y,Y,,2,,,1,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0050.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0051.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0052.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0053.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0054.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0055.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0056.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0057.MP4,,UNK,Y,Y,1,,,1,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0058.MP4,,UNK,Y,Y,17,,2,,,1,1,,,,30,"female unbanded, UNK flew away first",NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0059.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0060.MP4,,UNK,Y,Y,,,,1,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0061.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0062.MP4,,UNK,Y,N,,,,,3,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0063.MP4,,UNK,Y,N,,,,,2,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0064.MP4,,UNK,Y,Y,2,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0065.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0066.MP4,,UNK,Y,N,,,,,1,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0067.MP4,,,N,,,,,,,,,,,,30,,NSA,
