Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,studyPeriod,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,12.28.21-01.10.22,12.28.21-01.10.22,L6.P4_12.28.21-01.10.22_0015.MP4,,?,Y,N,,,,,,,,,,,30,,"ER, HLA",
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,12.28.21-01.10.22,12.28.21-01.10.22,L6.P4_12.28.21-01.10.22_0024.MP4,,?,Y,N,,,,,,,,,,1,30,,ER,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,12.28.21-01.10.22,12.28.21-01.10.22,L6.P4_12.28.21-01.10.22_0030.MP4,,?,Y,N,,,,,,,,,,,30,,ER,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,11.26.21-11.30.21,11.26.21-11.30.21,L6.P4_11.26.21-11.30.21_0005.MP4,,BYG,Y,Y,10,,1,,1,,,,,,60,male still only has one black band; eventually becomes BYG,EVR,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,12.28.21-01.10.22,12.28.21-01.10.22,L6.P4_12.28.21-01.10.22_0097-BYG?BUR?.MP4,,BUR,Y,Y,13,,2,,,,,,,,30,small downward slide after last grunt. Most likely BUR (red is hardest to see with nightvision and right  band blends in with leg,ER,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,BRY Pista (otro lado de carretera),01.12.22-01.20.22,01.12.22-01.20.22,RCNX0001.AVI,,BRY,Y,Y,1,,,1,,,,,,,9,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,BRY Pista (otro lado de carretera),01.12.22-01.20.22,01.12.22-01.20.22,RCNX0002.AVI,,BRY,Y,Y,,1,,,,,,,,,9,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,BRY Pista (otro lado de carretera),01.12.22-01.20.22,01.12.22-01.20.22,RCNX0003.AVI,,BRY,Y,N,,,,,,,,,,,9,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,BRY Pista (otro lado de carretera),01.12.22-01.20.22,01.12.22-01.20.22,RCNX0004.AVI,,BRY,Y,Y,3,,1,,,,,,,,9,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,BRY Pista (otro lado de carretera),01.12.22-01.20.22,01.12.22-01.20.22,RCNX0005.AVI,,BRY,Y,Y,2,,,,,,,,,,9,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,BRY Pista (otro lado de carretera),01.12.22-01.20.22,01.12.22-01.20.22,RCNX0007.AVI,,BRY,Y,Y,5,,1,,,,,,,,9,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,BRY Pista (otro lado de carretera),01.12.22-01.20.22,01.12.22-01.20.22,RCNX0008.AVI,,BRY,Y,Y,2,1,,,,,,,,,9,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,1.10.22-1.15.22,1.10.22-1.15.22,1.10.22-1.15.22_0015-BUR.MP4,,BUR,Y,Y,2,,,,,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,1.15.22-1.20.22,1.15.22-1.20.22,1.15.22-1.20.22_0006.MP4,,BUR,Y,Y,5,,,,,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,1.15.22-1.20.22,1.15.22-1.20.22,1.15.22-1.20.22_0007.MP4,,BUR,Y,N,,,,,,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,1.15.22-1.20.22,1.15.22-1.20.22,1.15.22-1.20.22_0008.MP4,,BUR,Y,Y,2,2,,,,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,11.18.21-11.22.21,11.18.21-11.22.21,L6.P3_11.18.21-11.22.21_0020.MP4,,BUR,Y,Y,5,1,1,,,,,,,,60,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,11.18.21-11.22.21,11.18.21-11.22.21,L6.P3_11.18.21-11.22.21_BUR-2.MP4,,BUR,Y,Y,1,,,,,,,,,,60,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,11.18.21-11.22.21,11.18.21-11.22.21,L6.P3_11.18.21-11.22.21_BUR-3.MP4,,BUR,Y,Y,5,,1,,,,,,,1,60,These are all 1-min videos,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,11.18.21-11.22.21,11.18.21-11.22.21,L6.P3_11.18.21-11.22.21_Manacus-1-gardening.MP4,,BUR,Y,Y,4,,,,,,,,,2,60,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,11.22.21-11.24.21,11.22.21-11.24.21,L6.P3_11.22.21-11.24.21_0002.MP4,,BUR,Y,Y,6,3,3,,1,,,,,,60,May have made a Lepi-like call as he dropped down into the pista; have heard BUR doing this in other videos as well (in Pista 4) but I did not think it was him..,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,11.22.21-11.24.21,11.22.21-11.24.21,L6.P3_11.22.21-11.24.21_0005.MP4,,BUR,Y,Y,2,2,,,1,,,,,,60,Lepi-like call,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,11.24.21-11.30.21,11.24.21-11.30.21,L6.P3_11.24.21-11.30.21_0001.MP4,,BUR,Y,Y,11,,3,,,,,,,,60,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,11.24.21-11.30.21,11.24.21-11.30.21,L6.P3_11.24.21-11.30.21_0012.MP4,,BUR,Y,Y,6,4,1,,1,,,,,,60,Lepi-like call,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,11.24.21-11.30.21,11.24.21-11.30.21,L6.P3_11.24.21-11.30.21_0014.MP4,,BUR,Y,Y,5,2,2,1,1,,,,,,60,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,12.01.21-12.05.21,12.01.21-12.05.21,L6.P3_12.01.21-12.05.21_0005.MP4,,BUR,Y,Y,2,2,,2,2,,,,,,60,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,12.01.21-12.05.21,12.01.21-12.05.21,L6.P3_12.01.21-12.05.21_0006.MP4,,BUR,Y,Y,3,,1,,,1,1,,,,60,female YRG visiting; they danced for a bit,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,12.01.21-12.05.21,12.01.21-12.05.21,L6.P3_12.01.21-12.05.21_0008.MP4,,BUR,Y,Y,10,,3,,1,,,,,,60,This males court only comprises 2 saplings!,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,12.01.21-12.05.21,12.01.21-12.05.21,L6.P3_12.01.21-12.05.21_0010.MP4,,BUR,Y,Y,4,1,1,1,1,,,,,,60,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,12.01.21-12.05.21,12.01.21-12.05.21,L6.P3_12.01.21-12.05.21_0011.MP4,,BUR,Y,Y,4,1,,,,,,,,,60,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0001-BUR.MP4,,BUR,Y,Y,10,,1,,,,,,,1,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0002.MP4,,BUR,Y,Y,9,,2,,,,,,,,30,Slide down pole,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0003.MP4,,BUR,Y,Y,1,,1,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0004.MP4,,BUR,Y,Y,2,,1,,,,,,,,30,Pecking at bands,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0005.MP4,,BUR,Y,Y,4,,1,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0006.MP4,,BUR,Y,Y,8,,2,,,,,,,,30,Slide down pole,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0007.MP4,,BUR,Y,Y,11,,3,,,,,,,2,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0008.MP4,,BUR,Y,Y,1,,1,,1,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0009.MP4,,BUR,Y,Y,6,,1,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0010.MP4,,BUR,Y,Y,5,,1,,0,,,,,2,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0011.MP4,,BUR,Y,Y,10,1,4,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0012.MP4,,BUR,Y,Y,13,,3,,,,,,,1,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0013.MP4,,BUR,Y,Y,6,,2,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0014.MP4,,BUR,Y,Y,5,,,0,1,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0015.MP4,,BUR,Y,Y,2,,1,,4,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0016.MP4,,BUR,Y,N,,,,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0017.MP4,,BUR,Y,Y,15,,2,,,,,,,2,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0018.MP4,,BUR,Y,Y,5,1,1,,,,,,,2,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0019.MP4,,BUR,Y,Y,,3,,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0020.MP4,,BUR,Y,Y,4,,1,,,,,,1,,30,"suspect juvenile; beard up, and adult male jumps toward green bird at one point; green bird jumping not flapping, and never moves toward adult male",,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0021.MP4,,BUR,Y,Y,1,,,,,,,,1,,30,"juvenile; never leaps toward male, stays on court after male leaves",,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0023.MP4,,BUR,Y,Y,10,1,1,,,,,,1,,30,Juvenile left when adult male returned to court,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0024.MP4,,BUR,Y,Y,2,,1,,,,,,,1,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0026.MP4,,BUR,Y,Y,7,,1,,,,,,,1,30,male pecking at his bands,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0027.MP4,,BUR,Y,Y,5,1,1,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0028.MP4,,BUR,Y,N,,,,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0029.MP4,,BUR,Y,N,,,,,,,,,,1,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0031.MP4,,BUR,Y,Y,5,,,,0,,,,,,30,All calls in this video are from other species,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0032.MP4,,BUR,Y,Y,6,,1,,1,1,1,,,,30,suspect female because she is always trying to remain above male; flying at points,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0033.MP4,,BUR,Y,Y,5,,,,0,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),"L6.P4_1.10.22-01.15.22_0034-BUR,JUV.MP4",,BUR,Y,Y,2,,1,,,,,,1,,30,juvie (RUG) practicing; continued after adult male left,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0037.MP4,,BUR,Y,Y,4,,,,1,,,,,,30,Loud call at the very end was most likely the focal male,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0038.MP4,,BUR,Y,Y,2,,1,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0039.MP4,,BUR,Y,Y,19,,5,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0042.MP4,,BUR,Y,Y,1,1,,,2,,,,,,30,The two loudest calls out of frame are most likely the focal male,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0046.MP4,,BUR,Y,Y,2,,1,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0048.MP4,,BUR,Y,Y,13,,2,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0051.MP4,,BUR,Y,Y,9,,3,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0054.MP4,,BUR,Y,Y,5,4,,2,,,,,,,30,The two really loud short rolls at 0:20-0:22 were him,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.15.22-01.20.22,01.15.22-01.20.22,L6.P4_1.15.22-01.20.22_0003.MP4,,BUR,Y,Y,5,,1,,,1,1,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.15.22-01.20.22,01.15.22-01.20.22,L6.P4_1.15.22-01.20.22_0004.MP4,,BUR,Y,Y,5,,1,,,1,1,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.15.22-01.20.22,01.15.22-01.20.22,L6.P4_1.15.22-01.20.22_0005.MP4,,BUR,Y,N,,,,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.15.22-01.20.22,01.15.22-01.20.22,L6.P4_1.15.22-01.20.22_0008.MP4,,BUR,Y,Y,17,,2,,,,,,,,30,SLIDE DOWN POLE,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.15.22-01.20.22,01.15.22-01.20.22,L6.P4_1.15.22-01.20.22_0009.MP4,,BUR,Y,Y,3,,,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.15.22-01.20.22,01.15.22-01.20.22,L6.P4_1.15.22-01.20.22_0011.MP4,,BUR,Y,Y,5,1,2,,,,,,1,,30,Juvie was practicing (RUG),,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.15.22-01.20.22,01.15.22-01.20.22,L6.P4_1.15.22-01.20.22_0013.MP4,,BUR,Y,N,,,,,,,,,,,30,,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.15.22-01.20.22,01.15.22-01.20.22,L6.P4_1.15.22-01.20.22_0014.MP4,,BUR,Y,Y,4,,1,,,,,,,,30,SLIDE DOWN POLE,,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0047-BUR.MP4,,BUR,Y,Y,6,,,,2,,,,,,60,Intruder,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,12.05.21-12.10.21,12.05.21-12.10.21,L6.P4_12.05.21-12.10.21_0039.MP4,,BUR,Y,N,,,,,,,,,,,30,Intruder,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,12.05.21-12.10.21,12.05.21-12.10.21,L6.P4_12.05.21-12.10.21_0066-BUR.MP4,,BUR,Y,N,21,,4,,,,,,,2,30,Intruder,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,12.28.21-01.10.22,12.28.21-01.10.22,L6.P4_12.28.21-01.10.22_0108-BUR.MP4,,BUR,Y,N,,,,,,,,,,,30,"silently jumping, ocellated antbird visitation",ER,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,12.28.21-01.10.22,12.28.21-01.10.22,L6.P4_12.28.21-01.10.22_0109-BUR.MP4,,BUR,Y,Y,1,,,,,,,,,,30,occelated antbird foraging in background,ER,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,12.28.21-01.10.22,12.28.21-01.10.22,L6.P4_12.28.21-01.10.22_0110-BUR.MP4,,BUR,Y,Y,4,,1,,,,,,,,30,antbird gone,ER,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,1.15.22-1.20.22,1.15.22-1.20.22,L6.P4c_1.15.22-1.20.22_0001-BUR.MP4,,BUR,Y,Y,15,2,,,,,,,,,30,Intruder,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,1.15.22-1.20.22,1.15.22-1.20.22,L6.P4c_1.15.22-1.20.22_0002.MP4,,BUR,Y,Y,,1,,,1,,,,,2,30,Intruder,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,1.15.22-1.20.22,1.15.22-1.20.22,L6.P4c_1.15.22-1.20.22_0021.MP4,,BUR,Y,Y,14,2,,,,,,,,2,30,Intruding,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,1.15.22-1.20.22,1.15.22-1.20.22,L6.P4c_1.15.22-1.20.22_0022.MP4,,BUR,Y,Y,10,,,1,,,,,,2,30,Intruding,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,1.15.22-1.20.22,1.15.22-1.20.22,L6.P4c_1.15.22-1.20.22_0023.MP4,,BUR,Y,Y,4,1,1,,,,,,,2,30,Intruding,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,1.15.22-1.20.22,1.15.22-1.20.22,L6.P4c_1.15.22-1.20.22_0026.MP4,,BUR,Y,Y,10,2,,,,,,,,1,30,Intruding,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,1.15.22-1.20.22,1.15.22-1.20.22,L6.P4c_1.15.22-1.20.22_0027.MP4,,BUR,Y,Y,,,,,1,,,,,1,30,Intruding,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 6,"1.7.22-1.15.22 (dates are 7 days ahead, times wrong)","1.7.22-1.15.22 (dates are 7 days ahead, times wrong)",L6.P6_1.7.22-1.15.22_0036-BUR.MP4,,BUR,Y,Y,4,,,,,,,,,,30,"Another male arrives and perches above court, calls, and BUR books it outta there; he got caught intruding perhaps",HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 8,12.18.21-12.24.21,12.18.21-12.24.21,L6.P8_12.18.21-12.24.21_0025-BUR.MP4,,BUR,Y,Y,9,,3,,,,,,,,30,slide down pole,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 8,12.24.21-12.28.21,12.24.21-12.28.21,L6.P8_12.24.21-12.28.21_0052.MP4,,BUR,Y,Y,8,3,2,,,,,,,1,30,Intruder,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 8,12.5.21-12.10.21,12.5.21-12.10.21,L6.P8_12.5.21-12.10.21_0011-BUR.MP4,,BUR,Y,Y,11,,2,,,,,,,1,30,Intruder,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 8,12.5.21-12.10.21,12.5.21-12.10.21,L6.P8_12.5.21-12.10.21_0016.MP4,,BUR,Y,Y,4,3,1,,,,,,,,30,Intruder,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 8,12.5.21-12.10.21,12.5.21-12.10.21,L6.P8_12.5.21-12.10.21_0017.MP4,,BUR,Y,Y,2,,1,,,,,,,1,30,Intruder,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 8,12.5.21-12.10.21,12.5.21-12.10.21,L6.P8_12.5.21-12.10.21_0026-BUR.MP4,,BUR,Y,Y,7,2,2,,,,,,,1,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 8,12.5.21-12.10.21,12.5.21-12.10.21,L6.P8_12.5.21-12.10.21_0027-BUR_gardening??.MP4,,BUR,Y,Y,2,,,,,,,,,6,30,Intruder + gardening.. Strange,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 8,12.5.21-12.10.21,12.5.21-12.10.21,L6.P8_12.5.21-12.10.21_0028-BUR.MP4,,BUR,Y,Y,2,,2,,,,,,,,30,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 9,1.6.22-1.15.22,1.6.22-1.15.22,L6.P9_1.6.22-1.15.22_X0004.AVI,,BUR,Y,Y,2,1,1,,,,,,,,9,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 9,1.6.22-1.15.22,1.6.22-1.15.22,L6.P9_1.6.22-1.15.22_X0005-BUR.AVI,,BUR,Y,Y,9,,1,,,,,,,,9,slide down pole,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 9,1.6.22-1.15.22,1.6.22-1.15.22,L6.P9_1.6.22-1.15.22_X0006.AVI,,BUR,Y,N,,,,,,,,,,,9,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 9,1.6.22-1.15.22,1.6.22-1.15.22,L6.P9_1.6.22-1.15.22_X0027-BUR.AVI,,BUR,Y,Y,2,1,,,,,,,,,9,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 9,1.6.22-1.15.22,1.6.22-1.15.22,L6.P9_1.6.22-1.15.22_X0043.AVI,,BUR,Y,Y,3,,1,,,,,,,,9,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 9,1.6.22-1.15.22,1.6.22-1.15.22,L6.P9_1.6.22-1.15.22_X0058-BUR.AVI,,BUR,Y,Y,1,,,,,,,,,1,9,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 9,1.6.22-1.15.22,1.6.22-1.15.22,L6.P9_1.6.22-1.15.22_X0059.AVI,,BUR,Y,Y,2,,,,,,,,,1,9,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 9,1.6.22-1.15.22,1.6.22-1.15.22,L6.P9_1.6.22-1.15.22_X0060.AVI,,BUR,Y,Y,2,,,,,,,,,1,9,,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 9,1.6.22-1.15.22,1.6.22-1.15.22,L6.P9_1.6.22-1.15.22_X0061.AVI,,BUR,Y,N,,,,,,,,,,,9,,HLA,
