label,label_id,box_xtl,box_ytl,box_xbr,box_ybr,confidence,frame_id
Female,1,1509,176,1601,242,0.7276129,./deploy/frame_000870.PNG
Male,0,1782,815,1916,922,0.6887618,./deploy/frame_000870.PNG
