label,label_id,box_xtl,box_ytl,box_xbr,box_ybr,confidence,frame_id
Female,1,732,266,843,357,0.74782014,./deploy/frame_000830.PNG
Male,0,1488,318,1560,385,0.5209318,./deploy/frame_000830.PNG
