label,label_id,box_xtl,box_ytl,box_xbr,box_ybr,confidence,frame_id
Male,0,1495,229,1555,292,0.55692476,330
Male,0,1495,228,1560,291,0.6138967,331
Female,1,66,254,148,316,0.5335308,331
Male,0,1497,228,1560,290,0.62576646,332
Female,1,66,254,147,316,0.5631021,332
Male,0,1497,227,1561,290,0.64937603,333
Female,1,68,254,148,316,0.50852025,333
Male,0,1497,228,1561,290,0.6522083,334
Female,1,65,254,146,316,0.5295594,334
Male,0,1498,228,1561,290,0.6239476,335
Female,1,64,254,145,316,0.5543743,335
Male,0,1502,226,1566,289,0.66180956,336
Female,1,63,254,145,316,0.54369915,336
Female,1,64,255,145,316,0.56357425,337
Male,0,1493,224,1568,291,0.38773257,337
Female,1,702,435,808,513,0.31954795,337
Female,1,64,254,146,316,0.5513871,338
Male,0,1459,217,1564,313,0.3848035,338
Female,1,702,435,807,513,0.3243854,338
Female,1,65,254,146,316,0.51230305,339
Female,1,702,435,808,513,0.30851486,339
Female,1,66,254,147,316,0.5189049,340
Female,1,65,254,145,316,0.52300525,341
Female,1,63,254,144,316,0.51968586,342
Female,1,64,254,145,316,0.5583047,343
Female,1,63,254,143,316,0.5774108,344
Female,1,61,253,141,315,0.6292553,345
Female,1,702,436,808,513,0.37907672,345
Female,1,63,254,144,315,0.5941133,346
Female,1,703,435,808,513,0.4107179,346
Female,1,61,253,142,315,0.56828076,347
Female,1,703,434,808,512,0.39774692,347
Female,1,61,253,142,315,0.58770317,348
Female,1,703,435,809,513,0.38645232,348
Female,1,61,253,142,315,0.5776606,349
Female,1,703,435,808,513,0.3732626,349
Female,1,62,253,142,315,0.5869633,350
Female,1,703,435,809,513,0.38396278,350
Female,1,62,253,143,315,0.5577227,351
Female,1,703,436,808,513,0.3246259,351
Female,1,63,253,144,315,0.54578125,352
Male,0,705,535,837,652,0.30544996,352
Female,1,62,252,141,314,0.5514295,353
Male,0,709,544,826,655,0.30559304,353
Female,1,63,253,144,315,0.5656247,354
Male,0,706,539,817,646,0.39439866,354
Female,1,64,253,144,315,0.5980048,355
Male,0,707,546,827,647,0.5396407,355
Female,1,63,252,144,316,0.54367924,356
Male,0,707,554,843,645,0.5298364,356
Male,0,709,564,847,641,0.62158734,357
Female,1,63,252,144,315,0.48411125,357
Male,0,706,570,847,641,0.68518054,358
Female,1,67,251,146,315,0.42750624,358
Male,0,705,570,846,642,0.6945658,359
Female,1,67,252,145,316,0.4223104,359
Male,0,705,573,846,641,0.7552079,360
Female,1,65,254,142,315,0.43433988,360
Male,0,704,573,846,641,0.7578993,361
Female,1,65,254,143,315,0.47354692,361
Male,0,703,572,845,641,0.72881097,362
Female,1,67,252,144,316,0.39105996,362
Male,0,702,573,846,642,0.73071045,363
Female,1,63,255,141,315,0.51087403,363
Male,0,701,575,845,642,0.7589946,364
Female,1,66,252,144,316,0.41715625,364
Male,0,701,573,844,641,0.7404776,365
Female,1,65,252,144,315,0.36780804,365
Male,0,699,559,838,643,0.54315615,366
Female,1,63,254,142,315,0.46883285,366
Male,0,702,541,835,645,0.55816495,367
Female,1,64,254,143,316,0.5420144,367
Female,1,65,255,144,316,0.5877269,368
Male,0,699,550,833,655,0.4127389,368
Male,0,722,544,841,640,0.31063008,368
Female,1,64,255,144,316,0.57637393,369
Female,1,63,254,144,316,0.5555668,370
Female,1,701,436,808,514,0.32153922,370
Female,1,63,254,143,315,0.58725137,371
Female,1,702,435,808,513,0.3066376,371
Female,1,63,254,143,315,0.55403805,372
Female,1,62,253,141,315,0.5781452,373
Female,1,702,434,808,512,0.31977132,373
Female,1,62,253,142,315,0.5744525,374
Female,1,703,434,809,512,0.31640673,374
Female,1,62,253,144,316,0.59946936,375
Female,1,703,434,809,511,0.3230664,375
Female,1,65,254,146,316,0.60169643,376
Female,1,702,435,808,512,0.3373797,376
Female,1,64,254,145,316,0.5858925,377
Female,1,702,435,808,512,0.30615363,377
Female,1,64,254,146,316,0.6155265,378
Female,1,702,435,808,513,0.32728153,378
Female,1,63,254,143,315,0.60083234,379
Female,1,702,435,808,513,0.31142253,379
Female,1,63,255,143,316,0.580919,380
Male,0,727,294,855,378,0.39026397,380
Female,1,65,255,144,315,0.5190517,381
Female,1,721,297,857,383,0.42758036,381
Female,1,717,315,847,380,0.5559613,382
Female,1,65,255,144,315,0.5080031,382
Female,1,717,317,837,385,0.60507965,383
Female,1,65,256,143,314,0.37445652,383
Female,1,719,317,835,385,0.61117965,384
Female,1,721,316,839,385,0.6324272,385
Female,1,701,435,807,514,0.34444124,385
Female,1,730,315,841,386,0.6153493,386
Female,1,736,315,838,386,0.6614889,387
Female,1,736,315,839,386,0.6788547,388
Female,1,734,315,838,386,0.66567403,389
Female,1,724,316,842,386,0.5896232,390
Female,1,67,256,147,316,0.48681095,390
Male,0,1826,791,1920,869,0.36384732,390
Female,1,64,255,144,315,0.5340196,391
Female,1,717,319,842,385,0.48019284,391
Female,1,66,256,145,316,0.5697727,392
Female,1,718,316,844,381,0.50829417,392
Male,0,1811,768,1919,868,0.48635465,392
Male,0,1820,754,1918,863,0.7199544,393
Female,1,67,256,147,316,0.54604554,393
Female,1,700,438,804,515,0.31993684,393
Male,0,727,315,854,388,0.31493208,393
Male,0,1811,761,1919,861,0.7400675,394
Female,1,65,255,146,317,0.55912036,394
Female,1,699,439,804,517,0.41096836,394
Male,0,1831,769,1919,869,0.6977613,395
Female,1,64,254,145,316,0.54295623,395
Female,1,700,437,806,515,0.39474958,395
Male,0,1831,766,1917,864,0.74492097,396
Female,1,64,254,144,316,0.5580714,396
Female,1,701,436,806,514,0.32389253,396
Male,0,1837,766,1917,863,0.73330045,397
Female,1,63,254,143,316,0.5502748,397
Female,1,702,436,807,513,0.33720276,397
Male,0,1837,766,1916,863,0.71331584,398
Female,1,64,254,145,315,0.5350999,398
Female,1,703,435,808,512,0.31080484,398
Male,0,1828,769,1919,862,0.5884329,399
Female,1,62,253,144,315,0.546239,399
Female,1,63,254,143,315,0.54401,400
Female,1,64,254,145,316,0.5305494,401
Female,1,65,255,146,316,0.5357774,402
Female,1,64,254,145,316,0.526548,403
Female,1,64,254,146,316,0.5033728,404
Female,1,64,253,145,315,0.5626795,405
Female,1,64,253,146,316,0.6052658,406
Female,1,703,434,808,511,0.3206563,406
Female,1,64,253,145,316,0.6175467,407
Female,1,703,434,808,511,0.30036545,407
Female,1,64,253,145,315,0.57245594,408
Female,1,63,253,144,315,0.5769017,409
Female,1,64,253,146,315,0.56678724,410
Female,1,64,254,145,315,0.60572255,411
Female,1,63,253,144,315,0.5786976,412
Female,1,64,254,145,315,0.59610176,413
Female,1,63,253,145,315,0.5864653,414
Female,1,63,253,145,315,0.58144134,415
Female,1,64,253,145,315,0.5623993,416
Female,1,63,254,144,315,0.5235641,417
Female,1,63,254,144,315,0.50550073,418
Female,1,64,253,144,315,0.47226673,419
Male,0,1503,363,1566,427,0.4022002,419
Female,1,66,254,147,316,0.5915235,420
Male,0,1514,364,1566,422,0.45078468,420
Male,0,1504,354,1571,419,0.587743,421
Female,1,67,254,148,316,0.57043236,421
Male,0,1510,359,1564,413,0.5577311,422
Female,1,67,254,148,316,0.5305456,422
Male,0,1510,359,1565,414,0.59616727,423
Female,1,67,254,148,316,0.50977784,423
Male,0,1509,359,1564,415,0.5714329,424
Female,1,65,254,146,316,0.4400234,424
Male,0,1507,356,1566,415,0.5524632,425
Female,1,64,254,145,315,0.45997962,425
Male,0,1507,355,1565,415,0.55310893,426
Female,1,65,254,146,316,0.4904317,426
Male,0,1506,354,1565,415,0.5777186,427
Female,1,65,254,146,315,0.5179491,427
Male,0,1507,355,1565,414,0.57022893,428
Female,1,64,253,146,315,0.5320573,428
Male,0,1506,353,1565,414,0.5957736,429
Female,1,66,254,146,315,0.4778368,429
Male,0,1506,353,1566,415,0.5940831,430
Female,1,64,254,145,315,0.53560257,430
Male,0,1506,353,1566,414,0.5949838,431
Female,1,63,253,144,315,0.52215004,431
Female,1,702,435,807,512,0.30386198,431
Male,0,1507,354,1566,414,0.58687687,432
Female,1,64,253,144,315,0.54448533,432
Female,1,702,435,807,513,0.30856246,432
Male,0,1506,353,1566,414,0.5973371,433
Female,1,64,253,144,315,0.5517876,433
Male,0,1507,354,1566,414,0.5904608,434
Female,1,65,253,145,315,0.55602026,434
Male,0,1505,351,1568,414,0.60819507,435
Female,1,61,253,142,315,0.6053802,435
Male,0,1505,349,1568,414,0.6125773,436
Female,1,62,254,142,315,0.60303265,436
Male,0,1506,352,1567,413,0.60349685,437
Female,1,63,254,143,315,0.5921649,437
Male,0,1505,352,1567,413,0.6140895,438
Female,1,64,253,144,315,0.6050802,438
Male,0,1505,351,1567,413,0.6157236,439
Female,1,62,253,143,315,0.6134664,439
Male,0,1505,353,1567,413,0.60736513,440
Female,1,64,252,145,315,0.59046996,440
Male,0,1505,354,1567,413,0.61841816,441
Female,1,65,253,146,315,0.5836995,441
Male,0,1507,355,1567,414,0.56190586,442
Female,1,64,253,145,314,0.5211651,442
Male,0,1507,356,1567,414,0.57006675,443
Female,1,63,253,144,315,0.5522022,443
Male,0,1507,354,1567,413,0.57854617,444
Female,1,63,253,144,315,0.5579726,444
Male,0,1507,356,1566,414,0.5737388,445
Female,1,63,254,143,315,0.54324114,445
Male,0,1507,356,1565,414,0.5678704,446
Female,1,64,253,144,315,0.47490162,446
Male,0,1508,357,1567,415,0.54399824,447
Female,1,64,253,144,315,0.5161644,447
Male,0,1507,355,1571,418,0.5778378,448
Female,1,65,254,146,315,0.5168801,448
Male,0,1508,356,1574,418,0.5569702,449
Female,1,66,254,146,316,0.5148473,449
Female,1,702,434,808,512,0.32197782,449
Male,0,1507,356,1575,415,0.5767358,450
Female,1,65,252,146,315,0.55753225,450
Female,1,701,435,809,513,0.3022039,450
Male,0,1508,355,1576,415,0.5693742,451
Female,1,65,253,146,315,0.55504954,451
Female,1,701,435,808,513,0.33035034,451
Male,0,1507,354,1577,416,0.61304575,452
Female,1,66,252,147,315,0.5465756,452
Female,1,701,435,808,513,0.30743337,452
Male,0,1505,354,1580,415,0.65061677,453
Female,1,66,253,147,315,0.5324038,453
Male,0,1505,354,1580,415,0.6278963,454
Female,1,65,253,146,315,0.510334,454
Male,0,1506,354,1580,416,0.59064615,455
Female,1,65,253,146,315,0.5495204,455
Male,0,1507,354,1579,415,0.5713119,456
Female,1,64,253,145,315,0.56154454,456
Female,1,64,253,145,315,0.54319227,457
Male,0,1508,354,1577,414,0.44903493,457
Female,1,701,435,808,513,0.30789214,457
Female,1,64,253,143,315,0.52840954,458
Male,0,1505,352,1566,411,0.3492893,458
Female,1,64,254,144,315,0.5567948,459
Female,1,702,434,807,512,0.30423883,459
Female,1,65,254,145,316,0.5641006,460
Female,1,702,435,808,512,0.3068041,460
Female,1,66,254,146,316,0.5589288,461
Female,1,702,435,807,513,0.3463927,461
Female,1,66,254,147,316,0.5839522,462
Female,1,702,435,807,513,0.36392713,462
Female,1,65,254,146,315,0.5738416,463
Female,1,702,434,807,512,0.34201062,463
Female,1,66,254,146,315,0.5360483,464
Female,1,702,435,807,513,0.3578859,464
Female,1,64,254,144,316,0.5361523,465
Female,1,1523,122,1630,191,0.45663568,465
Female,1,702,434,808,512,0.3952098,465
Female,1,64,254,145,316,0.5139075,466
Female,1,702,434,808,511,0.34111845,466
Female,1,65,253,145,316,0.48917148,467
Female,1,702,434,808,511,0.31169415,467
Female,1,65,253,145,316,0.5666552,468
Female,1,702,434,808,512,0.33975574,468
Female,1,64,254,145,316,0.49288207,469
Female,1,702,434,808,512,0.30371502,469
Female,1,63,253,143,315,0.526553,470
Female,1,1525,124,1634,192,0.35428327,470
Female,1,65,253,146,316,0.51594937,471
Female,1,64,254,144,316,0.5166367,472
Female,1,702,434,807,512,0.3252465,472
Male,0,1789,628,1886,745,0.30401474,472
Female,1,65,254,146,317,0.5130908,473
Female,1,702,434,807,512,0.34342495,473
Female,1,65,254,146,316,0.5444637,474
Female,1,65,254,145,316,0.5326344,475
Female,1,702,434,808,512,0.32521823,475
Female,1,65,254,146,316,0.52599096,476
Female,1,64,253,146,315,0.5513683,477
Female,1,65,254,146,316,0.5354286,478
Male,0,1781,816,1920,922,0.3232394,478
Female,1,65,253,146,316,0.5410228,479
Male,0,1777,817,1920,920,0.47681078,479
Female,1,63,253,145,315,0.57811123,480
Male,0,1793,811,1919,919,0.48428136,480
Female,1,703,434,808,513,0.33096963,480
Female,1,63,253,144,315,0.587696,481
Male,0,1795,812,1918,918,0.5107453,481
Female,1,62,253,144,315,0.59730875,482
Male,0,1788,812,1919,920,0.49334094,482
Female,1,62,253,143,315,0.54026276,483
Male,0,1803,804,1919,921,0.43154618,483
Male,0,1800,804,1920,917,0.5769899,484
Female,1,64,253,145,315,0.516596,484
Female,1,63,254,144,315,0.5610393,485
Female,1,64,254,144,316,0.5514127,486
Female,1,63,254,143,315,0.5529098,487
Female,1,64,254,144,316,0.56797445,488
Female,1,64,254,144,315,0.5576676,489
Female,1,703,436,807,513,0.31752324,489
Female,1,63,253,144,315,0.5867107,490
Female,1,703,435,808,513,0.3038355,490
Female,1,65,254,145,315,0.5638635,491
Female,1,703,435,808,513,0.3165812,491
Female,1,64,254,145,315,0.5713722,492
Female,1,703,436,807,513,0.3273874,492
Female,1,65,254,145,315,0.5266827,493
Female,1,703,436,807,513,0.3271914,493
Female,1,65,254,146,315,0.51875144,494
Male,0,1380,865,1525,969,0.40121317,494
Female,1,703,435,808,512,0.31837904,494
Male,0,1367,865,1521,967,0.7169808,495
Female,1,67,253,148,315,0.5296277,495
Female,1,702,435,808,512,0.34763396,495
Male,0,1361,863,1512,965,0.7217609,496
Female,1,66,253,147,316,0.53302366,496
Male,0,1353,860,1513,964,0.7087913,497
Female,1,65,253,145,315,0.57165104,497
Male,0,1350,858,1510,964,0.72425294,498
Female,1,65,254,145,315,0.58380264,498
Male,0,1351,857,1508,963,0.72140276,499
Female,1,64,254,144,315,0.5760015,499
Male,0,1352,856,1506,962,0.7326961,500
Female,1,64,253,145,315,0.52575326,500
Female,1,702,434,807,511,0.30962765,500
Male,0,1360,853,1508,962,0.67382085,501
Female,1,64,254,145,315,0.5122783,501
Female,1,702,435,807,512,0.39688802,501
Female,1,65,254,145,315,0.5214307,502
Female,1,703,435,807,513,0.35393402,502
Male,0,1374,829,1525,954,0.34593683,502
Female,1,65,254,145,315,0.56151545,503
Female,1,702,435,807,512,0.36342543,503
Female,1,65,254,145,315,0.56071365,504
Female,1,702,434,807,512,0.3441445,504
Female,1,66,254,145,315,0.5381852,505
Female,1,702,434,807,511,0.31522846,505
Female,1,64,254,144,315,0.52650476,506
Female,1,702,434,807,512,0.32432175,506
Female,1,64,254,144,315,0.5267765,507
Female,1,702,434,807,511,0.31353027,507
Female,1,63,253,143,314,0.52196336,508
Female,1,702,435,807,512,0.30354062,508
Female,1,63,254,143,315,0.5415288,509
Female,1,702,434,807,512,0.3223369,509
Female,1,67,253,149,316,0.5145569,510
Female,1,65,253,147,315,0.5289737,511
Female,1,65,254,147,316,0.545602,512
Female,1,703,435,808,512,0.3190421,512
Female,1,64,254,146,315,0.5357413,513
Female,1,63,253,144,315,0.5431585,514
Female,1,64,253,145,315,0.5641971,515
Female,1,64,253,145,315,0.57949734,516
Female,1,64,253,145,315,0.5722809,517
Female,1,63,254,143,315,0.5848243,518
Female,1,65,254,145,316,0.5386296,519
Female,1,63,254,144,316,0.56981856,520
Female,1,63,254,144,316,0.5857935,521
Female,1,703,435,808,512,0.30315495,521
Female,1,63,254,144,316,0.5744779,522
Female,1,63,254,144,316,0.5902604,523
Female,1,63,254,143,315,0.5270266,524
Female,1,63,254,145,316,0.6241463,525
Female,1,703,435,808,512,0.3629073,525
Female,1,62,254,145,316,0.61620855,526
Female,1,703,434,808,512,0.35613,526
Female,1,63,253,145,316,0.5960653,527
Female,1,703,435,808,512,0.37861857,527
Female,1,63,254,145,316,0.56524676,528
Female,1,702,435,808,512,0.40397295,528
Female,1,64,254,146,316,0.49518427,529
Female,1,702,435,808,512,0.4124534,529
Female,1,64,254,146,316,0.53991467,530
Female,1,703,435,808,512,0.39146456,530
Female,1,63,254,144,316,0.50017214,531
Female,1,702,435,807,513,0.43723243,531
Female,1,62,253,144,316,0.5160594,532
Female,1,702,435,807,513,0.4280796,532
Female,1,62,254,144,316,0.55627733,533
Female,1,702,435,807,513,0.43642294,533
Female,1,63,253,144,315,0.53652674,534
Female,1,702,434,808,512,0.4128003,534
Female,1,62,253,143,315,0.51969874,535
Female,1,702,434,807,512,0.35645357,535
Female,1,63,253,145,315,0.5103694,536
Female,1,702,435,807,513,0.35290712,536
Female,1,64,253,145,315,0.4981702,537
Female,1,702,434,807,512,0.35195136,537
Female,1,63,253,144,315,0.4752052,538
Female,1,702,434,808,512,0.34046802,538
Female,1,62,254,141,314,0.42611748,539
Female,1,702,435,807,513,0.3671057,539
Female,1,66,254,146,316,0.5498835,540
Female,1,702,434,808,512,0.35998917,540
Female,1,65,253,145,315,0.53937256,541
Female,1,702,434,808,512,0.364283,541
Female,1,63,254,143,315,0.5526968,542
Female,1,702,434,808,512,0.40874624,542
Female,1,64,254,145,315,0.54316175,543
Female,1,702,435,808,513,0.37434518,543
Female,1,64,254,144,315,0.5405631,544
Female,1,732,243,856,339,0.46625334,544
Female,1,701,436,806,513,0.35890502,544
Female,1,63,254,144,315,0.55185235,545
Female,1,722,243,860,348,0.43373474,545
Female,1,63,254,144,315,0.55451655,546
Female,1,722,242,855,337,0.55350333,546
Male,0,720,240,857,339,0.4493874,546
Female,1,725,240,856,336,0.5835315,547
Female,1,66,255,147,316,0.5295339,547
Male,0,723,239,857,339,0.38625234,547
Female,1,727,239,860,336,0.5485132,548
Female,1,66,255,146,316,0.51062655,548
Male,0,729,239,859,335,0.44916722,548
Female,1,729,238,861,337,0.5563282,549
Female,1,66,255,146,316,0.46041754,549
Male,0,731,238,860,336,0.35487777,549
Female,1,733,237,862,337,0.5362379,550
Female,1,66,255,146,315,0.49772915,550
Male,0,735,237,862,336,0.3573595,550
Female,1,734,237,862,337,0.53248775,551
Female,1,66,255,146,315,0.5253546,551
Male,0,737,237,862,336,0.3194701,551
Female,1,733,237,861,341,0.51114655,552
Female,1,66,255,146,316,0.4805804,552
Female,1,65,254,146,316,0.5382347,553
Female,1,735,238,861,341,0.48590848,553
Male,0,739,238,862,339,0.33736765,553
Female,1,703,437,806,514,0.30613402,553
Female,1,65,254,146,315,0.5141374,554
Female,1,734,238,861,340,0.48442551,554
Male,0,737,238,861,338,0.4092731,554
Female,1,702,438,805,515,0.30278713,554
Female,1,64,253,143,315,0.52784747,555
Female,1,728,237,861,341,0.47669104,555
Male,0,733,238,862,338,0.41588607,555
Female,1,63,254,144,315,0.59115434,556
Female,1,729,238,861,339,0.48985448,556
Male,0,731,238,861,338,0.38418677,556
Female,1,64,254,145,316,0.589796,557
Female,1,730,237,862,338,0.53891397,557
Male,0,731,235,862,338,0.3819179,557
Female,1,732,238,862,337,0.5676474,558
Female,1,64,254,145,315,0.5543797,558
Male,0,732,236,862,338,0.34792948,558
Female,1,732,238,862,338,0.58620036,559
Female,1,65,254,146,315,0.52601886,559
Female,1,733,239,862,339,0.5584826,560
Female,1,64,254,145,315,0.5329349,560
Male,0,733,236,862,339,0.32122064,560
Female,1,65,255,145,315,0.5456401,561
Female,1,733,238,864,340,0.5378569,561
Male,0,735,238,864,339,0.41719612,561
Female,1,64,254,144,315,0.52867144,562
Female,1,724,235,861,343,0.44518566,562
Female,1,63,254,144,315,0.5400093,563
Female,1,702,248,845,358,0.31103158,563
Female,1,62,254,142,314,0.5127697,564
Female,1,720,226,851,336,0.3939684,564
Female,1,708,261,834,360,0.37388104,564
Female,1,63,254,144,315,0.53010947,565
Female,1,716,249,840,338,0.3638882,565
Female,1,63,253,143,315,0.52836204,566
Female,1,65,253,145,315,0.5257787,567
Female,1,702,435,807,513,0.34114408,567
Female,1,63,253,144,315,0.49782485,568
Female,1,702,435,808,513,0.30863872,568
Female,1,63,253,144,315,0.5195611,569
Female,1,64,253,145,316,0.5853354,570
Female,1,702,434,808,512,0.3667032,570
Female,1,64,253,144,315,0.59232104,571
Female,1,702,434,807,512,0.33531037,571
Female,1,63,253,143,315,0.5905715,572
Female,1,64,254,144,316,0.63130075,573
Female,1,63,254,144,316,0.6396098,574
Female,1,64,254,144,316,0.62335575,575
Female,1,64,254,144,316,0.59595543,576
Female,1,62,253,143,315,0.54343367,577
Female,1,63,253,145,315,0.5385171,578
Female,1,63,253,145,315,0.53483784,579
Female,1,701,434,807,512,0.30804512,579
Female,1,64,254,144,315,0.5221497,580
Female,1,62,254,140,314,0.47187114,581
Female,1,62,253,142,315,0.50655836,582
Female,1,62,253,143,316,0.5184666,583
Female,1,62,253,141,314,0.5106884,584
Female,1,63,253,144,315,0.607827,585
Female,1,702,434,809,511,0.34540027,585
Female,1,63,253,144,315,0.5825544,586
Female,1,702,434,808,511,0.3081317,586
Female,1,63,253,144,315,0.5823275,587
Female,1,702,434,808,512,0.33532557,587
Female,1,63,254,144,315,0.6008051,588
Female,1,702,434,808,512,0.31372148,588
Female,1,64,254,144,315,0.5918438,589
Female,1,702,434,808,512,0.3100115,589
Female,1,62,254,143,315,0.58587563,590
Female,1,63,254,144,315,0.568601,591
Female,1,63,254,142,315,0.560734,592
Female,1,702,434,808,511,0.3062188,592
Female,1,63,253,143,315,0.5613501,593
Female,1,702,434,808,512,0.31485897,593
Female,1,62,253,142,314,0.53527224,594
Female,1,702,434,808,512,0.3153352,594
Female,1,63,253,143,314,0.55865157,595
Male,0,1494,231,1610,302,0.3902467,595
Female,1,702,434,808,512,0.32366842,595
Male,0,1499,234,1597,302,0.58436424,596
Female,1,61,253,142,314,0.5720458,596
Female,1,61,253,142,315,0.58943695,597
Male,0,1498,226,1582,296,0.45299262,597
Female,1,62,253,142,314,0.56092703,598
Male,0,1502,229,1557,292,0.34325886,598
Female,1,61,253,141,315,0.564374,599
Male,0,1505,228,1552,290,0.4677722,599
Female,1,66,254,146,315,0.58864546,600
Male,0,1500,223,1568,287,0.58274543,600
Male,0,1499,224,1567,287,0.64565593,601
Female,1,65,254,145,315,0.5683961,601
Male,0,1499,224,1568,287,0.6271212,602
Female,1,66,254,146,316,0.55971366,602
Male,0,1499,224,1568,287,0.6319607,603
Female,1,68,254,149,317,0.5588807,603
Male,0,1501,224,1567,287,0.58749306,604
Female,1,66,254,147,316,0.56332123,604
Male,0,1500,224,1568,287,0.6059141,605
Female,1,67,254,148,316,0.56485605,605
Male,0,1502,224,1566,287,0.5459327,606
Female,1,67,255,148,317,0.5414995,606
Female,1,65,255,146,317,0.5561666,607
Male,0,1503,225,1564,288,0.46363944,607
Female,1,64,254,145,316,0.5365902,608
Male,0,1502,224,1563,289,0.38305733,608
Female,1,67,255,148,317,0.5503238,609
Male,0,1501,218,1572,290,0.4937646,609
Female,1,66,255,147,317,0.5662964,610
Female,1,702,434,808,512,0.31792724,610
Female,1,66,254,147,316,0.56091166,611
Female,1,702,434,808,512,0.30295643,611
Female,1,66,254,148,316,0.5627335,612
Female,1,66,254,148,316,0.55693763,613
Female,1,66,254,148,316,0.51505095,614
Female,1,702,434,808,511,0.3244868,614
Female,1,64,253,145,316,0.5984376,615
Female,1,64,253,145,316,0.5214036,616
Female,1,64,254,145,316,0.5593537,617
Female,1,62,253,143,315,0.51931274,618
Female,1,64,253,145,316,0.5126544,619
Female,1,703,435,808,512,0.31139505,619
Female,1,63,253,145,315,0.5140528,620
Female,1,703,435,808,512,0.31418088,620
Female,1,63,254,144,316,0.546205,621
Female,1,703,434,808,512,0.3158917,621
Female,1,63,253,144,316,0.5588502,622
Female,1,702,434,808,512,0.32645094,622
Female,1,63,253,142,316,0.5697841,623
Female,1,702,434,809,512,0.35615838,623
Female,1,64,253,144,316,0.535604,624
Female,1,64,253,146,315,0.5126893,625
Female,1,64,254,144,316,0.565946,626
Male,0,709,543,827,655,0.32389164,626
Female,1,65,254,145,316,0.61218995,627
Male,0,700,545,816,651,0.46571115,627
Female,1,65,254,145,316,0.5902742,628
Male,0,702,559,829,647,0.5113659,628
Male,0,699,564,839,644,0.66137373,629
Female,1,64,253,144,316,0.5531876,629
Female,1,1537,102,1640,168,0.39731032,629
Male,0,697,571,841,643,0.74372464,630
Female,1,1535,103,1637,170,0.49057773,630
Female,1,65,254,144,316,0.49012044,630
Male,0,693,571,837,642,0.76044685,631
Female,1,1535,103,1635,169,0.53486526,631
Female,1,62,253,143,315,0.43580544,631
Male,0,693,572,836,641,0.7377026,632
Female,1,1536,104,1635,169,0.5766731,632
Female,1,65,251,144,316,0.336752,632
Male,0,694,573,836,641,0.7819863,633
Female,1,1534,104,1635,172,0.32386297,633
Male,0,695,573,836,641,0.77256906,634
Male,0,694,573,836,641,0.78747326,635
Male,0,694,573,836,640,0.78375995,636
Male,0,694,572,836,640,0.77772737,637
Male,0,694,572,835,640,0.7851364,638
Male,0,694,573,835,640,0.8012173,639
Male,0,694,572,835,639,0.79710567,640
Male,0,693,565,834,639,0.64168036,641
Male,0,696,541,833,645,0.59439903,642
Female,1,61,251,142,314,0.3446424,642
Female,1,64,253,143,315,0.52875566,643
Male,0,697,551,831,651,0.44053888,643
Female,1,63,254,143,316,0.54910403,644
Male,0,736,551,855,649,0.3154548,644
Female,1,65,254,144,316,0.5389802,645
Female,1,64,254,144,316,0.54879326,646
Female,1,65,253,144,315,0.54823613,647
Female,1,702,434,808,512,0.35872906,647
Female,1,64,253,144,315,0.59130967,648
Female,1,703,435,809,513,0.40751356,648
Female,1,65,253,145,315,0.5605741,649
Female,1,703,434,809,512,0.35925543,649
Female,1,64,253,144,315,0.5552404,650
Female,1,703,435,808,513,0.3687169,650
Female,1,65,254,145,316,0.5732412,651
Female,1,702,435,808,513,0.32895452,651
Female,1,64,253,145,315,0.56999224,652
Female,1,701,435,807,514,0.37361002,652
Female,1,65,254,146,315,0.5425701,653
Female,1,702,435,807,513,0.35342222,653
Female,1,65,254,145,315,0.46081734,654
Male,0,723,291,854,375,0.38045663,654
Female,1,703,435,807,513,0.34158117,654
Female,1,64,254,144,315,0.46806154,655
Female,1,724,296,843,382,0.3476938,655
Female,1,717,307,846,375,0.522713,656
Female,1,67,254,148,316,0.49513033,656
Female,1,65,254,147,315,0.47976187,657
Female,1,708,312,839,377,0.45741275,657
Female,1,67,254,148,316,0.50241876,658
Female,1,710,316,837,381,0.40748328,658
Female,1,66,254,146,315,0.48564672,659
Female,1,712,314,843,380,0.4172486,659
Female,1,66,254,147,316,0.5327752,660
Female,1,714,314,848,382,0.4055422,660
Female,1,703,435,808,512,0.31417295,660
Female,1,717,313,842,380,0.5660806,661
Female,1,65,254,145,315,0.5121568,661
Female,1,717,313,848,383,0.5352387,662
Female,1,64,255,144,316,0.52706105,662
Female,1,66,255,145,315,0.5302407,663
Female,1,715,313,846,383,0.49234146,663
Female,1,66,255,146,316,0.56061006,664
Female,1,712,314,846,384,0.38195914,664
Female,1,68,255,148,317,0.5662327,665
Female,1,702,435,807,513,0.35492152,665
Female,1,709,315,841,381,0.31568742,665
Male,0,1824,787,1920,861,0.30555522,665
Female,1,66,255,145,316,0.57405555,666
Female,1,701,435,807,513,0.33395624,666
Female,1,65,255,145,316,0.5788604,667
Male,0,1818,759,1920,857,0.44472843,667
Female,1,701,435,807,514,0.34358454,667
Male,0,1838,742,1919,851,0.76261353,668
Female,1,66,255,146,316,0.55985844,668
Male,0,1830,748,1919,849,0.73433924,669
Female,1,66,255,146,316,0.5387591,669
Male,0,1839,760,1917,859,0.695198,670
Female,1,65,255,146,316,0.53752536,670
Female,1,703,435,808,514,0.32520646,670
Male,0,1837,756,1918,853,0.73255396,671
Female,1,65,254,146,315,0.50034565,671
Male,0,1838,754,1919,851,0.75777775,672
