label,label_id,points,type,confidence,frame_id
Female,1.0,"[742, 238, 852, 322]",rectangle,0.6517,551
Female,1.0,"[740, 238, 851, 322]",rectangle,0.68005466,552
Female,1.0,"[743, 239, 852, 324]",rectangle,0.6788977,553
Female,1.0,"[740, 239, 854, 325]",rectangle,0.685746,554
Female,1.0,"[736, 240, 853, 326]",rectangle,0.6851377,555
Female,1.0,"[734, 239, 853, 326]",rectangle,0.683776,556
Female,1.0,"[736, 240, 853, 325]",rectangle,0.68766934,557
Female,1.0,"[738, 240, 853, 324]",rectangle,0.6747153,558
Female,1.0,"[738, 240, 854, 325]",rectangle,0.67324245,559
Female,1.0,"[737, 239, 855, 326]",rectangle,0.6793823,560
Female,1.0,"[738, 241, 857, 326]",rectangle,0.6821848,561
Female,1.0,"[736, 242, 856, 327]",rectangle,0.699845,562
Female,1.0,"[732, 241, 859, 330]",rectangle,0.61925465,563
Female,1.0,"[733, 235, 873, 323]",rectangle,0.58298475,564
Female,1.0,"[748, 238, 831, 300]",rectangle,0.4678079,565
Female,1.0,"[1487, 282, 1600, 340]",rectangle,0.34722018,581
Female,1.0,"[1508, 209, 1615, 285]",rectangle,0.3883965,593
Male,0.0,"[1513, 210, 1614, 284]",rectangle,0.32033056,593
Male,0.0,"[1504, 246, 1591, 301]",rectangle,0.30685267,596
Male,0.0,"[1503, 239, 1564, 291]",rectangle,0.5720818,597
Female,1.0,"[1499, 240, 1566, 292]",rectangle,0.40638694,597
Male,0.0,"[1503, 236, 1556, 286]",rectangle,0.652488,598
Male,0.0,"[1502, 233, 1555, 283]",rectangle,0.68380797,599
Male,0.0,"[1502, 232, 1555, 283]",rectangle,0.6815934,600
Male,0.0,"[1501, 231, 1556, 283]",rectangle,0.67914283,601
Male,0.0,"[1501, 232, 1556, 283]",rectangle,0.68404,602
Male,0.0,"[1501, 231, 1555, 283]",rectangle,0.67718077,603
Male,0.0,"[1498, 231, 1555, 286]",rectangle,0.688193,604
Male,0.0,"[1498, 231, 1556, 286]",rectangle,0.69798565,605
Male,0.0,"[1499, 230, 1556, 287]",rectangle,0.730113,606
Male,0.0,"[1502, 232, 1556, 286]",rectangle,0.7330238,607
Male,0.0,"[1504, 233, 1557, 286]",rectangle,0.7314294,608
Male,0.0,"[1502, 231, 1562, 291]",rectangle,0.71449006,609
Female,1.0,"[1482, 222, 1561, 289]",rectangle,0.30145714,610
Female,1.0,"[1550, 106, 1644, 164]",rectangle,0.3360418,625
Female,1.0,"[1544, 106, 1647, 169]",rectangle,0.4570811,626
Female,1.0,"[1543, 108, 1645, 170]",rectangle,0.44488707,627
Female,1.0,"[1540, 108, 1644, 171]",rectangle,0.4743802,628
Female,1.0,"[1540, 108, 1644, 170]",rectangle,0.52417463,629
Female,1.0,"[1538, 109, 1640, 171]",rectangle,0.49472234,630
Female,1.0,"[1536, 108, 1638, 171]",rectangle,0.5102267,631
Female,1.0,"[1537, 108, 1640, 172]",rectangle,0.5309676,632
Female,1.0,"[1535, 109, 1641, 173]",rectangle,0.51700103,633
Female,1.0,"[747, 285, 853, 366]",rectangle,0.38562387,654
Female,1.0,"[738, 286, 847, 362]",rectangle,0.42247078,655
Female,1.0,"[727, 309, 839, 379]",rectangle,0.5098808,656
Female,1.0,"[720, 316, 826, 383]",rectangle,0.35748547,657
Female,1.0,"[723, 317, 833, 385]",rectangle,0.47393507,658
Female,1.0,"[728, 316, 836, 385]",rectangle,0.5277269,659
Female,1.0,"[731, 314, 837, 384]",rectangle,0.57488054,660
