Index,Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,Unnamed: 22,is_available,local_path
438,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0049.MP4,GUY,Y,Y,5.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0049.MP4
439,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0050.MP4,GUY,Y,Y,2.0,0.0,0.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0050.MP4
440,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0051.MP4,GUY,Y,Y,6.0,1.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0051.MP4
441,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0052.MP4,GUY,Y,Y,5.0,1.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0052.MP4
442,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0054.MP4,GUY,Y,Y,0.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0054.MP4
467,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,11.18.21-11.22.21,11.18.21-11.22.21,L6.P4_11.18.21-11.22.21_0043.MP4,LOU,Y,Y,9.0,1.0,,3.0,,1,1.0,,,,60,,DVD,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/11.18.21-11.22.21/L6.P4_11.18.21-11.22.21_0043.MP4
485,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,11.18.21-11.22.21,11.18.21-11.22.21,L6.P4_11.18.21-11.22.21_LOU-11.19.21-11-female-visitation1-YRG.MP4,LOU,Y,Y,20.0,,5.0,3.0,,1,1.0,,,,60,Female YRG,DVD,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/11.18.21-11.22.21/L6.P4_11.18.21-11.22.21_LOU-11.19.21-11-female-visitation1-YRG.MP4
486,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,11.18.21-11.22.21,11.18.21-11.22.21,L6.P4_11.18.21-11.22.21_LOU-11.19.21-12-female-visitation2-unbanded.MP4,LOU,Y,Y,15.0,1.0,1.0,3.0,2.0,1,1.0,,,,60,"Quieter grunt-like sounds observed while snapping/displaying (not counted), different from grunt on ground; possibly a female visitation and then a juvenile visitation?",DVD,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/11.18.21-11.22.21/L6.P4_11.18.21-11.22.21_LOU-11.19.21-12-female-visitation2-unbanded.MP4
488,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,11.18.21-11.22.21,11.18.21-11.22.21,L6.P4_11.18.21-11.22.21_LOU-11.19.21-3-female-visitation.MP4,LOU,Y,Y,12.0,5.0,1.0,,,1,1.0,,,,60,Female YRG,DVD,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/11.18.21-11.22.21/L6.P4_11.18.21-11.22.21_LOU-11.19.21-3-female-visitation.MP4
500,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,11.22.21-11.24.21,11.22.21-11.24.21,L6.P4_11.22.21-11.24.21_0021.MP4,LOU,Y,Y,14.0,5.0,1.0,,,1,0.0,,,,60,female did not join in courtship dance,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/11.22.21-11.24.21/L6.P4_11.22.21-11.24.21_0021.MP4
541,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,11.24.21-11.26.21,11.24.21-11.26.21,L6.P4_11.24.21-11.26.21_0044.MP4,LOU,Y,Y,8.0,,,,,1,1.0,,,,60,female unbanded ,NSA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/11.24.21-11.26.21/L6.P4_11.24.21-11.26.21_0044.MP4
615,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0027.MP4,LOU,Y,Y,19.0,,2.0,3.0,1.0,1,1.0,,,,60,Female WUU; BUT ALSO LOOKED LIKE  IT HAD A BEARD -- known female with beard out!!!; split male rolls in half bc could have been neighboring pista,HLA,,True,"/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/12.01.21-12.05.21 (LOU, then replaced by B)/L6.P4_12.01.21-12.05.21_0027.MP4"
616,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0028.MP4,LOU,Y,Y,14.0,,2.0,2.0,2.0,1,1.0,,,,60,Unbanded female,HLA,,True,"/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/12.01.21-12.05.21 (LOU, then replaced by B)/L6.P4_12.01.21-12.05.21_0028.MP4"
618,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0030.MP4,LOU,Y,Y,10.0,,1.0,1.0,5.0,1,1.0,,,,60,WUU visiting again; BEARD UP!,HLA,,True,"/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/12.01.21-12.05.21 (LOU, then replaced by B)/L6.P4_12.01.21-12.05.21_0030.MP4"
622,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0034.MP4,LOU,Y,Y,15.0,2.0,1.0,2.0,1.0,1,1.0,,,,60,WUU back again; beard up,HLA,,True,"/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/12.01.21-12.05.21 (LOU, then replaced by B)/L6.P4_12.01.21-12.05.21_0034.MP4"
625,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0037.MP4,LOU,Y,Y,8.0,,,2.0,3.0,1,1.0,,,,60,WUU again,HLA,,True,"/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/12.01.21-12.05.21 (LOU, then replaced by B)/L6.P4_12.01.21-12.05.21_0037.MP4"
785,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,11.18.21-11.22.21,11.18.21-11.22.21,11.18.21-11.22.21_0021.MP4,OBY,Y,Y,4.0,14.0,,4.0,,1,0.0,,,,60,Green bird looking on (unbanded); no indicators of juv male,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/11.18.21-11.22.21/11.18.21-11.22.21_0021.MP4
823,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0021.MP4,OBY,Y,Y,6.0,,,,,1,1.0,,,,60,Female appears to be in courtship dance,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/11.24.21-11.30.21/11.24.21-11.30.21_0021.MP4
833,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0034-female-visitation.MP4,OBY,Y,Y,8.0,1.0,,1.0,,1,1.0,,,,60,,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/11.24.21-11.30.21/11.24.21-11.30.21_0034-female-visitation.MP4
834,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0035-female-visitation.MP4,OBY,Y,Y,6.0,,,3.0,,1,1.0,,,,60,,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/11.24.21-11.30.21/11.24.21-11.30.21_0035-female-visitation.MP4
835,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0037.MP4,OBY,Y,Y,,4.0,,2.0,,1,0.0,,,,60,,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/11.24.21-11.30.21/11.24.21-11.30.21_0037.MP4
844,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,12.01.21-12.05.21,12.01.21-12.05.21,12.01.21-12.05.21_0009.MP4,OBY,Y,Y,2.0,,1.0,,,1,1.0,,,,60,Flying like female; female likely WUU,HLA,,False,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/12.01.21-12.05.21/12.01.21-12.05.21_0009.MP4
845,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,12.01.21-12.05.21,12.01.21-12.05.21,12.01.21-12.05.21_0010.MP4,OBY,Y,Y,13.0,7.0,1.0,5.0,,1,1.0,,,,60,Banded female WUU,HLA,,False,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/12.01.21-12.05.21/12.01.21-12.05.21_0010.MP4
846,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,12.01.21-12.05.21,12.01.21-12.05.21,12.01.21-12.05.21_0011.MP4,OBY,Y,Y,11.0,3.0,1.0,3.0,,1,1.0,,,,60,Unbanded; likely female; 2 mins after previous visitation; this female unbanded,HLA,,False,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/12.01.21-12.05.21/12.01.21-12.05.21_0011.MP4
847,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,12.01.21-12.05.21,12.01.21-12.05.21,12.01.21-12.05.21_0012.MP4,OBY,Y,Y,4.0,6.0,,4.0,1.0,1,1.0,,,,60,WUU again; seems like male is doing more quiet snaps when females are visiting; wonder if this is a close-range signal; could be analagous to female cowbirds preferring less intense male displays,HLA,,False,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/12.01.21-12.05.21/12.01.21-12.05.21_0012.MP4
878,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,12.05.21-12.10.21,12.05.21-12.10.21,12.05.21-12.10.21_0018-juv?.MP4,OBY,Y,Y,7.0,,1.0,1.0,,1,1.0,,,,30,"Flying around but had beard up; must be juv, I think; later revised this; I have seen instances where known females have extended their beards",HLA,,False,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/12.05.21-12.10.21/12.05.21-12.10.21_0018-juv?.MP4
879,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,12.05.21-12.10.21,12.05.21-12.10.21,12.05.21-12.10.21_0019.MP4,OBY,Y,Y,4.0,4.0,,,,1,1.0,,,,30,"Banded green bird, but cannot see colors bc black and white footage; not sure if female or juv male tbh",HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/12.05.21-12.10.21/12.05.21-12.10.21_0019.MP4
905,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,12.05.21-12.10.21,12.05.21-12.10.21,12.05.21-12.10.21_0046.MP4,OBY,Y,Y,5.0,2.0,,1.0,,1,1.0,,,,30,Unbanded green flying,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/12.05.21-12.10.21/12.05.21-12.10.21_0046.MP4
908,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,12.05.21-12.10.21,12.05.21-12.10.21,12.05.21-12.10.21_0049.MP4,OBY,Y,Y,8.0,2.0,,,,2,2.0,,,,30,I think these are 2 juveniles.. not sure tho,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/12.05.21-12.10.21/12.05.21-12.10.21_0049.MP4
936,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,12.14.21-12.18.21,12.14.21-12.18.21,12.14.21-12.18.21_0022.MP4,OBY,Y,Y,1.0,,,1.0,,1,1.0,,,,30,Possibly female; green bird at edge of frame,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/12.14.21-12.18.21/12.14.21-12.18.21_0022.MP4
941,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 2,12.14.21-12.18.21,12.14.21-12.18.21,12.14.21-12.18.21_0027.MP4,OBY,Y,Y,,1.0,,1.0,,1,0.0,,,,30,Prob a female visiting?,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 2/12.14.21-12.18.21/12.14.21-12.18.21_0027.MP4
992,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.6.22 (half day - then battery exploded),1.6.22 (half day - then battery exploded),1.6.22_0001.MP4,OGR,Y,Y,2.0,0.0,1.0,0.0,0.0,0,,0.0,0,1.0,30,half day then battery exploded,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.6.22 (half day - then battery exploded)/1.6.22_0001.MP4
993,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.6.22 (half day - then battery exploded),1.6.22 (half day - then battery exploded),1.6.22_0002.MP4,OGR,Y,Y,16.0,0.0,2.0,0.0,0.0,0,,0.0,0,1.0,30,half day then battery exploded,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.6.22 (half day - then battery exploded)/1.6.22_0002.MP4
994,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.6.22 (half day - then battery exploded),1.6.22 (half day - then battery exploded),1.6.22_0003.MP4,OGR,Y,Y,11.0,1.0,2.0,0.0,0.0,0,,0.0,0,1.0,30,half day then battery exploded,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.6.22 (half day - then battery exploded)/1.6.22_0003.MP4
995,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.6.22 (half day - then battery exploded),1.6.22 (half day - then battery exploded),1.6.22_0004.MP4,OGR,Y,Y,2.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,half day then battery exploded,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.6.22 (half day - then battery exploded)/1.6.22_0004.MP4
996,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.6.22 (half day - then battery exploded),1.6.22 (half day - then battery exploded),1.6.22_0005.MP4,OGR,Y,Y,3.0,0.0,0.0,0.0,0.0,0,,0.0,0,1.0,30,half day then battery exploded,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.6.22 (half day - then battery exploded)/1.6.22_0005.MP4
997,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.6.22 (half day - then battery exploded),1.6.22 (half day - then battery exploded),1.6.22_0006.MP4,OGR,Y,Y,2.0,1.0,0.0,0.0,1.0,0,,0.0,0,0.0,30,half day then battery exploded,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.6.22 (half day - then battery exploded)/1.6.22_0006.MP4
998,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.6.22 (half day - then battery exploded),1.6.22 (half day - then battery exploded),1.6.22_0007.MP4,OGR,Y,Y,9.0,0.0,0.0,0.0,0.0,0,,0.0,0,2.0,30,half day then battery exploded,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.6.22 (half day - then battery exploded)/1.6.22_0007.MP4
999,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.6.22 (half day - then battery exploded),1.6.22 (half day - then battery exploded),1.6.22_0008.MP4,OGR,Y,Y,6.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,half day then battery exploded,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.6.22 (half day - then battery exploded)/1.6.22_0008.MP4
1000,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.6.22 (half day - then battery exploded),1.6.22 (half day - then battery exploded),1.6.22_0009.MP4,OGR,Y,Y,2.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,half day then battery exploded,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.6.22 (half day - then battery exploded)/1.6.22_0009.MP4
1002,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.6.22 (half day - then battery exploded),1.6.22 (half day - then battery exploded),1.6.22_0011.MP4,OGR,Y,Y,0.0,0.0,0.0,1.0,0.0,0,,0.0,0,0.0,30,half day then battery exploded; Potential fanning as well,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.6.22 (half day - then battery exploded)/1.6.22_0011.MP4
1003,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0004.MP4,OGR,Y,Y,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0004.MP4
1004,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0005.MP4,OGR,Y,Y,4.0,0.0,1.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0005.MP4
1006,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0007.MP4,OGR,Y,Y,4.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0007.MP4
1007,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0008.MP4,OGR,Y,Y,1.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0008.MP4
1010,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0011.MP4,OGR,Y,Y,6.0,2.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0011.MP4
1012,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0017.MP4,OGR,Y,Y,11.0,0.0,2.0,0.0,0.0,0,,0.0,0,1.0,30,1:02 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0017.MP4
1013,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0019.MP4,OGR,Y,Y,1.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0019.MP4
1014,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0020.MP4,OGR,Y,Y,7.0,1.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0020.MP4
1015,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0021.MP4,OGR,Y,Y,1.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0021.MP4
1016,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0022.MP4,OGR,Y,Y,1.0,0.0,0.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0022.MP4
