Index,Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,Unnamed: 22,is_available,local_path
1069,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0067.MP4,OGR,Y,Y,7.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0067.MP4
1070,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0068.MP4,OGR,Y,Y,3.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,Possibly gardening behavior in the second half of the video but slightly unsure. No leaves in beak but looked like he was trying. ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0068.MP4
1071,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0070.MP4,OGR,Y,Y,2.0,2.0,0.0,1.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0070.MP4
1073,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0077.MP4,OGR,Y,Y,4.0,3.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0077.MP4
1074,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0078.MP4,OGR,Y,Y,2.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0078.MP4
1075,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0079.MP4,OGR,Y,Y,2.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0079.MP4
1076,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0080.MP4,OGR,Y,Y,2.0,2.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0080.MP4
1077,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0081.MP4,OGR,Y,Y,2.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,Possible calls and rolls when manakin is out of frame. ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0081.MP4
1078,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0082.MP4,OGR,Y,Y,7.0,0.0,1.0,0.0,3.0,0,,0.0,0,0.0,30,possible calls when bird is out of frame,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0082.MP4
1079,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0083.MP4,OGR,Y,Y,4.0,0.0,1.0,1.0,0.0,0,,0.0,0,0.0,30,"possible call when bird is out of frame, right after roll. ",MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0083.MP4
1080,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0084.MP4,OGR,Y,Y,6.0,0.0,2.0,0.0,1.0,0,,0.0,0,0.0,30, ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0084.MP4
1081,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0085.MP4,OGR,Y,Y,6.0,0.0,1.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0085.MP4
1083,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0087.MP4,OGR,Y,Y,4.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0087.MP4
1084,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0088.MP4,OGR,Y,Y,8.0,0.0,1.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0088.MP4
1085,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0001.MP4,OGR,Y,Y,1.0,0.0,0.0,1.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0001.MP4
1086,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0002.MP4,OGR,Y,Y,3.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0002.MP4
1087,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0003.MP4,OGR,Y,Y,7.0,0.0,1.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0003.MP4
1088,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0004.MP4,OGR,Y,Y,3.0,1.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0004.MP4
1089,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0007.MP4,OGR,Y,Y,7.0,0.0,0.0,,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0007.MP4
1090,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0008.MP4,OGR,Y,Y,6.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0008.MP4
1091,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0009.MP4,OGR,Y,Y,11.0,3.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0009.MP4
1093,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0011.MP4,OGR,Y,Y,13.0,0.0,2.0,0.0,0.0,0,,0.0,0,2.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0011.MP4
1094,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0012.MP4,OGR,Y,Y,13.0,0.0,3.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0012.MP4
1095,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0013.MP4,OGR,Y,Y,6.0,2.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0013.MP4
1096,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0014.MP4,OGR,Y,Y,5.0,0.0,1.0,0.0,2.0,0,,0.0,0,0.0,30,Pretty sure about the two calls here but could be wrong. ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0014.MP4
1097,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0015.MP4,OGR,Y,Y,11.0,0.0,2.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0015.MP4
1098,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0016.MP4,OGR,Y,Y,4.0,1.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0016.MP4
1099,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0017.MP4,OGR,Y,Y,8.0,2.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0017.MP4
1100,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0018.MP4,OGR,Y,Y,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,possible gardening ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0018.MP4
1101,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0019.MP4,OGR,Y,Y,3.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0019.MP4
1102,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0020.MP4,OGR,Y,Y,14.0,2.0,1.0,1.0,0.0,1,1.0,0.0,0,0.0,30,Female unbanded,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0020.MP4
1103,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0021.MP4,OGR,Y,Y,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0,0.0,30,are there one or two snaps at the beginning? Would they both be considered quiet? ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0021.MP4
1104,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0022.MP4,OGR,Y,Y,3.0,2.0,0.0,1.0,1.0,1,1.0,0.0,0,0.0,30,Unsure on the calls out of frame. Might be one? ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0022.MP4
1105,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0023.MP4,OGR,Y,Y,3.0,1.0,1.0,0.0,0.0,1,1.0,0.0,0,0.0,30,unsure on the calls out of frame. ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.18.21-12.24.21/12.18.21-12.24.21_0023.MP4
1107,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0009.MP4,OGR,Y,Y,13.0,1.0,2.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0009.MP4
1108,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0010.MP4,OGR,Y,Y,16.0,0.0,3.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0010.MP4
1109,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0014.MP4,OGR,Y,Y,0.0,1.0,0.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0014.MP4
1110,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0015.MP4,OGR,Y,Y,5.0,1.0,0.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0015.MP4
1111,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0016.MP4,OGR,Y,Y,4.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0016.MP4
1112,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0018.MP4,OGR,Y,Y,0.0,0.0,0.0,1.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0018.MP4
1113,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0019.MP4,OGR,Y,Y,0.0,2.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0019.MP4
1169,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 8,12.5.21-12.10.21,12.5.21-12.10.21,L6.P8_12.5.21-12.10.21_0050-OGR-two-greens.MP4,OGR,Y,Y,3.0,3.0,,,,1,1.0,,1,,30,"TWO GREEN BIRDS; NOT ACTUALLY SURE IF F OR JUV; NEITHER ARE BEARD UP, BOTH AT ONE POINT LEAP TOWARD MALE, ALTHOUGH MALE LEAPS TOWARD ONE AT ONE POINT",HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 8/12.5.21-12.10.21/L6.P8_12.5.21-12.10.21_0050-OGR-two-greens.MP4
1171,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 8,12.5.21-12.10.21,12.5.21-12.10.21,L6.P8_12.5.21-12.10.21_0062.MP4,OGR,Y,Y,4.0,,1.0,,,1,1.0,,,,30,"Female, looks like YYG but no YYG in datasheet; male slid down pole, probably an attempted mounting; she did not oblige",HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 8/12.5.21-12.10.21/L6.P8_12.5.21-12.10.21_0062.MP4
1180,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0001.MP4,OGR ,Y,Y,1.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0001.MP4
1181,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0002.MP4,OGR ,Y,Y,4.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0002.MP4
1182,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0003.MP4,OGR ,Y,Y,5.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0003.MP4
1183,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0004.MP4,OGR ,Y,Y,2.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0004.MP4
1184,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0005.MP4,OGR ,Y,Y,2.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0005.MP4
1185,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0006.MP4,OGR ,Y,Y,8.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0006.MP4
1186,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0007.MP4,OGR ,Y,Y,9.0,0.0,1.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0007.MP4
1187,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0008.MP4,OGR ,Y,Y,2.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0008.MP4
1188,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0009.MP4,OGR ,Y,Y,2.0,0.0,0.0,1.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0009.MP4
1189,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0010.MP4,OGR ,Y,Y,6.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0010.MP4
